Cycle,SD,FP,FZ,FailedZoneValue,FailedZoneDiff
0,2.74723122582,-13.7371907707,11559,0.0513361,-2.30257378264
1,2.74725021152,-13.7372407748,11559,0.0513361,-2.30252377851
2,2.74726930503,-13.7372906356,11559,0.0513361,-2.30247391769
3,2.74728850846,-13.7373403562,11559,0.0513361,-2.30242419712
4,2.74730781511,-13.7373899401,11559,0.0513361,-2.30237461325
5,2.74732722006,-13.7374393909,11559,0.0513361,-2.30232516617
6,2.74734671855,-13.7374887119,11559,0.0513361,-2.30227584514
7,2.74736630615,-13.7375379061,11559,0.0513361,-2.30222665097
8,2.74738597922,-13.7375869766,11559,0.0513361,-2.30217758041
9,2.74740573863,-13.7376359252,11559,0.0513361,-2.30212863183
10,2.74742557777,-13.7376847552,11559,0.0513361,-2.30207980187
11,2.74744549653,-13.7377334685,11559,0.0513361,-2.30203108858
12,2.7474654854,-13.7377820682,11559,0.0513361,-2.30198248882
13,2.7474855486,-13.7378305559,11559,0.0513361,-2.30193400113
14,2.74750568144,-13.7378789334,11559,0.0513361,-2.30188562361
15,2.74752587517,-13.7379272038,11559,0.0513361,-2.30183735692
16,2.74754612502,-13.7379753699,11559,0.0513361,-2.30178919084
17,2.7475664481,-13.7380234303,11559,0.0513361,-2.30174113415
18,2.74758682854,-13.7380694815,11559,0.0513361,-2.30169317568
19,2.74760727054,-13.7381173388,11559,0.0513361,-2.3016453221
20,2.74762777014,-13.7381650967,11559,0.0513361,-2.30159756787
21,2.74764831662,-13.7382127579,11559,0.0513361,-2.30154991039
22,2.74766891879,-13.7382603229,11559,0.0513361,-2.30150234914
23,2.74768957345,-13.7383077926,11559,0.0513361,-2.30145488321
24,2.74771027369,-13.7383551695,11559,0.0513361,-2.30140751002
25,2.74773102302,-13.7384024543,11559,0.0513361,-2.30136023259
26,2.74775182072,-13.7384496481,11559,0.0513361,-2.30131304257
27,2.74777265421,-13.7384967534,11559,0.0513361,-2.30126594471
28,2.74779352503,-13.7385437707,11559,0.0513361,-2.30121893112
29,2.74781444361,-13.7385907005,11559,0.0513361,-2.30117200875
30,2.74783540411,-13.7386356367,11559,0.0513361,-2.30112516892
31,2.74785640137,-13.7386823954,11559,0.0513361,-2.30107841773
32,2.74787743286,-13.7387290702,11559,0.0513361,-2.30103175037
33,2.74789850684,-13.7387756618,11559,0.0513361,-2.30098516254
34,2.74791961488,-13.738822171,11559,0.0513361,-2.300938657
35,2.74794075909,-13.7388685989,11559,0.051336,-2.30089223659
36,2.74796192926,-13.7389149482,11559,0.051336,-2.30084589099
37,2.74798312219,-13.7389612191,11559,0.051336,-2.3007996238
38,2.74800435687,-13.7390074102,11559,0.051336,-2.30075343649
39,2.74802561147,-13.739053525,11559,0.051336,-2.30070732534
40,2.74804690499,-13.7390976547,11559,0.051336,-2.30066129202
41,2.74806822358,-13.7391436167,11559,0.051336,-2.30061533378
42,2.74808957129,-13.739189503,11559,0.051336,-2.30056945116
43,2.74811094433,-13.7392353154,11559,0.051336,-2.3005236425
44,2.74813233932,-13.7392810548,11559,0.051336,-2.30047790308
45,2.74815375162,-13.7393267221,11559,0.051336,-2.30043223959
46,2.74817518579,-13.7393723179,11559,0.051336,-2.30038664752
47,2.74819665093,-13.7394178415,11559,0.051336,-2.3003411239
48,2.74821814315,-13.7394632936,11559,0.051336,-2.30029567545
49,2.74823964905,-13.7395067698,11559,0.051336,-2.30025029563
50,2.74826117641,-13.7395520843,11559,0.051336,-2.30020498114
51,2.74828272277,-13.7395973302,11559,0.051336,-2.30015973897
52,2.74830427526,-13.7396425098,11559,0.051336,-2.30011456308
53,2.74832586085,-13.7396876206,11559,0.051336,-2.30006945236
54,2.74834745644,-13.7397326658,11559,0.051336,-2.30002441083
55,2.74836907432,-13.739777645,11559,0.051336,-2.29997943539
56,2.74839071017,-13.7398225584,11559,0.051336,-2.29993452575
57,2.74841235316,-13.7398655013,11559,0.051336,-2.29988967548
58,2.7484340066,-13.7399102887,11559,0.051336,-2.2998448918
59,2.74845567243,-13.7399550137,11559,0.051336,-2.29980017049
60,2.74847736077,-13.7399996756,11559,0.051336,-2.29975550864
61,2.74849906442,-13.7400442762,11559,0.051336,-2.29971091168
62,2.74852077383,-13.7400888177,11559,0.051336,-2.29966637028
63,2.74854249685,-13.7401332996,11559,0.051336,-2.29962189202
64,2.74856422907,-13.7401777233,11559,0.051336,-2.29957746839
65,2.74858596341,-13.740220183,11559,0.051336,-2.29953310499
66,2.74860770935,-13.7402644935,11559,0.051336,-2.29948879454
67,2.74862947342,-13.7403087465,11559,0.051336,-2.29944454156
68,2.74865124541,-13.7403529451,11559,0.051336,-2.29940034665
69,2.74867301946,-13.7403970903,11559,0.051336,-2.29935620146
70,2.74869479495,-13.7404411822,11559,0.051336,-2.29931210954
71,2.74871658851,-13.7404852203,11559,0.051336,-2.29926807148
72,2.74873837657,-13.740529208,11559,0.051336,-2.29922408743
73,2.74876018491,-13.7405712355,11559,0.051336,-2.29918015267
74,2.74878199243,-13.7406151216,11559,0.051336,-2.29913626653
75,2.74880380544,-13.7406589572,11559,0.051336,-2.29909243096
76,2.74882560803,-13.740702747,11559,0.0513359,-2.29904864489
77,2.74884742993,-13.7407464865,11559,0.0513359,-2.29900490537
78,2.74886925552,-13.7407901789,11559,0.0513359,-2.29896121296
79,2.74889108004,-13.7408338251,11559,0.0513359,-2.29891756678
80,2.74891290578,-13.7408774268,11559,0.0513359,-2.29887396878
81,2.74893473942,-13.7409190745,11559,0.0513359,-2.2988304137
82,2.74895657368,-13.7409625855,11559,0.0513359,-2.29878690271
83,2.74897840388,-13.7410060545,11559,0.0513359,-2.29874343375
84,2.74900024095,-13.7410494801,11559,0.0513359,-2.2987000081
85,2.74902207713,-13.7410928647,11559,0.0513359,-2.2986566273
86,2.74904392285,-13.7411362057,11559,0.0513359,-2.29861328629
87,2.74906575586,-13.7411795082,11559,0.0513359,-2.2985699838
88,2.74908759998,-13.7412227697,11559,0.0513359,-2.29852672226
89,2.74910943461,-13.7412640862,11559,0.0513359,-2.29848349844
90,2.74913126765,-13.7413072713,11559,0.0513359,-2.29844031327
91,2.7491531085,-13.7413504177,11559,0.0513359,-2.29839716694
92,2.74917494658,-13.7413935266,11559,0.0513359,-2.29835405806
93,2.74919678083,-13.7414366002,11559,0.0513359,-2.29831098446
94,2.74921862249,-13.741479636,11559,0.0513359,-2.29826794861
95,2.74924046098,-13.741522637,11559,0.0513359,-2.29822494759
96,2.74926229329,-13.741565604,11559,0.0513359,-2.29818198057
97,2.74928412183,-13.741606631,11559,0.0513359,-2.29813904628
98,2.74930595203,-13.7416495307,11559,0.0513359,-2.29809614658
99,2.74932777592,-13.7416923989,11559,0.0513359,-2.29805327459
100,2.7493496084,-13.7417352329,11559,0.0513359,-2.29801044066
101,2.74937143348,-13.7417780363,11559,0.0513359,-2.29796763724
102,2.74939325674,-13.741820809,11559,0.0513359,-2.29792486456
103,2.74941507968,-13.7418635507,11559,0.0513359,-2.29788212287
104,2.74943689488,-13.741906263,11559,0.0513359,-2.29783941052
105,2.74945871374,-13.7419470383,11559,0.0513359,-2.29779672791
106,2.74948053271,-13.7419896919,11559,0.0513359,-2.29775407425
107,2.74950234403,-13.7420323179,11559,0.0513359,-2.2977114483
108,2.74952416008,-13.7420749158,11559,0.0513359,-2.29766885037
109,2.74954596689,-13.7421174865,11559,0.0513359,-2.29762627968
110,2.74956776315,-13.7421600328,11559,0.0513359,-2.29758373334
111,2.7495895615,-13.7422025525,11559,0.0513359,-2.29754121366
112,2.74961136541,-13.7422450453,11559,0.0513359,-2.29749871712
113,2.74963316574,-13.7422856056,11559,0.0513359,-2.29745624953
114,2.74965495517,-13.7423280506,11559,0.0513359,-2.29741380456
115,2.74967674172,-13.7423704706,11559,0.0513359,-2.29737138456
116,2.74969852176,-13.7424128672,11559,0.0513359,-2.29732898791
117,2.74972031493,-13.7424552392,11559,0.051336,-2.29728661217
118,2.74974209951,-13.7424975895,11559,0.051336,-2.29724426188
119,2.74976387962,-13.7425399183,11559,0.051336,-2.29720193307
120,2.74978565286,-13.7425822257,11559,0.051336,-2.29715962572
121,2.74980742539,-13.7426245115,11559,0.051336,-2.29711733611
122,2.74982919507,-13.7426648686,11559,0.051336,-2.29707507173
123,2.7498509596,-13.7427071133,11559,0.051336,-2.29703282704
124,2.74987273086,-13.7427493365,11559,0.051336,-2.29699060382
125,2.74989449739,-13.7427915402,11559,0.051336,-2.2969483964
126,2.74991626396,-13.7428337244,11559,0.051336,-2.29690621216
127,2.74993801251,-13.7428758921,11559,0.051336,-2.29686404454
128,2.74995977159,-13.7429180392,11559,0.051336,-2.29682189736
129,2.74998152254,-13.74296017,11559,0.051336,-2.29677976656
130,2.75000327592,-13.7430022817,11559,0.051336,-2.29673765118
131,2.7500250189,-13.7430424699,11559,0.051336,-2.29669555558
132,2.75004676507,-13.7430845471,11559,0.051336,-2.29665347843
133,2.75006850739,-13.7431266082,11559,0.051336,-2.29661141731
134,2.75009024752,-13.7431686531,11559,0.051336,-2.29656936871
135,2.75011198972,-13.7432106815,11559,0.051336,-2.29652734034
136,2.75013373464,-13.743252693,11559,0.051336,-2.29648532882
137,2.75015546539,-13.7432946918,11559,0.051336,-2.29644332626
138,2.75017720108,-13.7433366739,11559,0.051336,-2.29640134412
139,2.75019893288,-13.7433786418,11559,0.051336,-2.29635937628
140,2.75022065827,-13.7434186887,11559,0.051336,-2.29631742205
141,2.75024239131,-13.743460627,11559,0.051336,-2.29627548001
142,2.75026411316,-13.7435025531,11559,0.051336,-2.2962335539
143,2.75028584181,-13.7435444639,11559,0.051336,-2.29619164314
144,2.75030756507,-13.7435863613,11559,0.051336,-2.29614974194
145,2.75032928813,-13.7436282454,11559,0.051336,-2.29610785787
146,2.750351002,-13.743670117,11559,0.051336,-2.29606598629
147,2.75037272656,-13.7437119728,11559,0.051336,-2.29602412677
148,2.75039444297,-13.7437538167,11559,0.051336,-2.29598228287
149,2.75041615134,-13.743793742,11559,0.051336,-2.29594045018
150,2.75043786473,-13.7438355608,11559,0.051336,-2.29589862762
151,2.75045957409,-13.7438773684,11559,0.051336,-2.29585682008
152,2.75048127858,-13.7439191645,11559,0.051336,-2.29581502401
153,2.7505029865,-13.7439609488,11559,0.051336,-2.2957732359
154,2.75052469872,-13.7440027214,11559,0.051336,-2.29573146339
155,2.7505464118,-13.7440444823,11559,0.051336,-2.2956897024
156,2.75056810081,-13.7440862368,11559,0.051336,-2.29564794418
157,2.75058979593,-13.7441279796,11559,0.051336,-2.29560620142
158,2.75061149609,-13.744169712,11559,0.051336,-2.29556446899
159,2.75063318935,-13.7442095284,11559,0.051336,-2.29552274152
160,2.75065488088,-13.7442512438,11559,0.051336,-2.29548102612
161,2.75067657686,-13.7442929492,11559,0.051336,-2.29543931698
162,2.75069827132,-13.7443346462,11559,0.051336,-2.29539762005
163,2.75071996202,-13.7443763354,11559,0.051336,-2.29535593082
164,2.75074164686,-13.744418017,11559,0.051336,-2.29531424548
165,2.75076332258,-13.7444596926,11559,0.051336,-2.29527256993
166,2.75078500602,-13.7445013595,11559,0.051336,-2.29523090298
167,2.75080669405,-13.7445430192,11559,0.051336,-2.2951892396
168,2.75082837216,-13.7445846735,11559,0.051336,-2.2951475853
169,2.75085004628,-13.7446244147,11559,0.051336,-2.29510593671
170,2.75087172143,-13.7446660571,11559,0.051336,-2.29506429061
171,2.75089339073,-13.7447076937,11559,0.051336,-2.29502265396
172,2.75091506432,-13.7447493243,11559,0.051336,-2.29498101963
173,2.75093672636,-13.744790952,11559,0.051336,-2.29493939196
174,2.75095839274,-13.7448325743,11559,0.051336,-2.29489776968
175,2.75098006054,-13.7448741919,11559,0.051336,-2.29485614836
176,2.75100172524,-13.7449158051,11559,0.051336,-2.29481453519
177,2.75102338676,-13.7449574149,11559,0.051336,-2.29477292167
178,2.75104504464,-13.7449990208,11559,0.051336,-2.29473131575
179,2.75106670013,-13.7450406247,11559,0.051336,-2.29468971186
180,2.75108835296,-13.7450803178,11559,0.051336,-2.29464810763
181,2.75111000529,-13.7451219157,11559,0.051336,-2.29460650972
182,2.75113165789,-13.7451635107,11559,0.051336,-2.29456491107
183,2.75115330736,-13.7452051036,11559,0.051336,-2.29452331813
184,2.75117495696,-13.745246694,11559,0.051336,-2.2944817277
185,2.75119660058,-13.7452882832,11559,0.051336,-2.29444013483
186,2.75121824556,-13.7453298706,11559,0.051336,-2.29439854739
187,2.75123988857,-13.7453714573,11559,0.051336,-2.294356957
188,2.75126152816,-13.7454130439,11559,0.051336,-2.29431537033
189,2.75128317255,-13.7454546288,11559,0.051336,-2.29427378551
190,2.75130481032,-13.745494306,11559,0.051336,-2.29423219716
191,2.75132644907,-13.7455358902,11559,0.051336,-2.29419061304
192,2.75134808048,-13.745577475,11559,0.051336,-2.29414902449
193,2.75136971061,-13.7456190601,11559,0.051336,-2.29410743935
194,2.7513913443,-13.7456606452,11559,0.0513361,-2.29406585056
195,2.7514129709,-13.7457022316,11559,0.0513361,-2.29402426419
196,2.75143459595,-13.745743819,11559,0.0513361,-2.29398267674
197,2.75145623026,-13.7457854058,11559,0.0513361,-2.29394108618
198,2.7514778571,-13.745826995,11559,0.0513361,-2.293899497
199,2.75149948031,-13.7458685857,11559,0.0513361,-2.2938579026
200,2.75152110313,-13.7459101783,11559,0.0513361,-2.29381630996
201,2.75154272046,-13.745949866,11559,0.0513361,-2.29377471122
202,2.751564339,-13.7459914625,11559,0.0513361,-2.29373311475
203,2.75158596173,-13.7460330606,11559,0.0513361,-2.2936915166
204,2.75160757725,-13.7460746615,11559,0.0513361,-2.29364991204
205,2.75162919287,-13.7461162652,11559,0.0513361,-2.2936083083
206,2.7516508132,-13.7461578706,11559,0.0513361,-2.29356669915
207,2.75167242515,-13.7461994792,11559,0.0513361,-2.29352509054
208,2.75169403805,-13.7462410911,11559,0.0513361,-2.29348347865
209,2.75171564767,-13.7462827064,11559,0.0513361,-2.29344185964
210,2.75173725924,-13.7463243251,11559,0.0513361,-2.29340024092
211,2.75175887662,-13.7463659461,11559,0.0513361,-2.29335861625
212,2.75178047937,-13.7464075724,11559,0.0513361,-2.29331698996
213,2.75180209282,-13.7464472932,11559,0.0513361,-2.29327535803
214,2.75182370599,-13.7464889251,11559,0.0513361,-2.2932337261
215,2.75184531315,-13.7465305614,11559,0.0513361,-2.29319208611
216,2.75186692078,-13.7465722021,11559,0.0513361,-2.2931504454
217,2.75188852843,-13.746613847,11559,0.0513361,-2.29310880055
218,2.75191012117,-13.7466554973,11559,0.0513361,-2.2930671465
219,2.7519317308,-13.7466971502,11559,0.0513361,-2.29302549359
220,2.75195334151,-13.7467388065,11559,0.0513361,-2.29298383357
221,2.75197494753,-13.746780468,11559,0.0513361,-2.29294217207
222,2.7519965551,-13.7468221343,11559,0.0513361,-2.29290050208
223,2.75201816153,-13.7468638047,11559,0.0513361,-2.29285883161
224,2.7520397625,-13.746905481,11559,0.0513361,-2.29281715535
225,2.75206137097,-13.7469452533,11559,0.0513361,-2.29277547199
226,2.75208297291,-13.7469869383,11559,0.0513361,-2.29273378698
227,2.75210458104,-13.747028628,11559,0.0513361,-2.29269209349
228,2.75212618811,-13.7470703217,11559,0.0513361,-2.29265039986
229,2.75214778627,-13.7471120219,11559,0.0513361,-2.2926086959
230,2.75216939846,-13.7471537251,11559,0.0513361,-2.29256699268
231,2.7521910071,-13.7471954335,11559,0.0513361,-2.29252528432
232,2.75221261197,-13.7472371479,11559,0.0513361,-2.29248356624
233,2.75223422493,-13.7472788658,11559,0.0513361,-2.29244184832
234,2.75225583667,-13.747320589,11559,0.0513361,-2.29240012133
235,2.75227744365,-13.7473623181,11559,0.0513361,-2.29235839225
236,2.75229905355,-13.7474040515,11559,0.0513361,-2.29231665516
237,2.75232065838,-13.7474438832,11559,0.0513361,-2.29227491608
238,2.75234226872,-13.747485627,11559,0.0513361,-2.29223317228
239,2.75236387815,-13.7475273749,11559,0.0513361,-2.2921914207
240,2.75238548568,-13.7475691287,11559,0.0513361,-2.29214966683
241,2.75240710145,-13.7476108866,11559,0.0513361,-2.29210790528
242,2.75242871762,-13.7476526496,11559,0.0513361,-2.29206614223
243,2.75245033574,-13.7476944163,11559,0.0513361,-2.29202437181
244,2.75247195591,-13.747736188,11559,0.0513361,-2.29198260007
245,2.75249357038,-13.7477779655,11559,0.0513361,-2.2919408189
246,2.75251518687,-13.7478197472,11559,0.0513361,-2.29189903717
247,2.75253680617,-13.7478615332,11559,0.0513361,-2.29185725122
248,2.75255841699,-13.7479033262,11559,0.0513361,-2.29181545447
249,2.75258002925,-13.7479432153,11559,0.0513361,-2.29177365805
250,2.75260164319,-13.7479850161,11559,0.0513361,-2.29173185345
251,2.7526232662,-13.7480268203,11559,0.0513361,-2.2916900493
252,2.75264488985,-13.7480686281,11559,0.0513361,-2.29164823776
253,2.75266651932,-13.748110439,11559,0.0513361,-2.29160642685
254,2.75268813973,-13.7481522559,11559,0.0513361,-2.29156460994
255,2.75270975538,-13.7481940779,11559,0.0513361,-2.29152278429
256,2.75273137887,-13.7482359028,11559,0.0513361,-2.29148095939
257,2.75275299954,-13.7482777318,11559,0.0513362,-2.29143912658
258,2.75277460586,-13.7483195667,11559,0.0513362,-2.29139729168
259,2.75279622714,-13.7483614033,11559,0.0513362,-2.29135545136
260,2.75281784163,-13.7484032441,11559,0.0513362,-2.29131361056
261,2.7528394597,-13.7484450889,11559,0.0513362,-2.2912717658
262,2.75286108323,-13.7484850288,11559,0.0513362,-2.29122991486
263,2.75288270599,-13.7485268798,11559,0.0513362,-2.2911880638
264,2.75290433167,-13.7485687337,11559,0.0513362,-2.29114620615
265,2.7529259497,-13.7486105925,11559,0.0513362,-2.29110434743
266,2.75294757137,-13.7486524541,11559,0.0513362,-2.2910624821
267,2.75296918977,-13.7486943189,11559,0.0513362,-2.29102061731
268,2.75299080313,-13.7487361879,11559,0.0513362,-2.29097874822
269,2.75301241674,-13.7487780609,11559,0.0513362,-2.29093687155
270,2.75303402943,-13.7488199366,11559,0.0513362,-2.29089499589
271,2.75305564313,-13.7488618162,11559,0.0513362,-2.29085311249
272,2.75307725843,-13.7489036985,11559,0.0513362,-2.29081123023
273,2.75309886675,-13.7489455852,11559,0.0513362,-2.29076933982
274,2.75312048548,-13.7489874734,11559,0.0513362,-2.29072745159
275,2.75314209643,-13.7490274585,11559,0.0513362,-2.29068555541
276,2.75316370873,-13.7490693535,11559,0.0513362,-2.29064366041
277,2.75318532447,-13.7491112504,11559,0.0513362,-2.29060176351
278,2.7532069307,-13.7491531517,11559,0.0513362,-2.29055985849
279,2.75322854315,-13.7491950561,11559,0.0513362,-2.29051795407
280,2.75325014777,-13.7492369638,11559,0.0513362,-2.29047604269
281,2.75327175732,-13.7492788733,11559,0.0513362,-2.29043413317
282,2.75329335979,-13.7493207873,11559,0.0513362,-2.29039221542
283,2.75331495497,-13.7493627056,11559,0.0513362,-2.29035029711
284,2.75333656772,-13.7494046238,11559,0.0513362,-2.29030837894
285,2.75335817304,-13.7494465461,11559,0.0513362,-2.29026645294
286,2.75337978096,-13.7494884698,11559,0.0513362,-2.29022452922
287,2.75340137768,-13.7495303981,11559,0.0513362,-2.29018259714
288,2.75342297665,-13.7495723294,11559,0.0513362,-2.29014066592
289,2.75344456996,-13.7496123565,11559,0.0513362,-2.2900987277
290,2.75346616784,-13.7496542932,11559,0.0513362,-2.29005679098
291,2.75348776952,-13.7496962315,11559,0.0513362,-2.2900148527
292,2.75350936521,-13.7497381735,11559,0.0513362,-2.28997290695
293,2.75353096347,-13.7497801181,11559,0.0513362,-2.28993096239
294,2.7535525561,-13.7498220658,11559,0.0513362,-2.28988901099
295,2.75357415105,-13.7498640155,11559,0.0513362,-2.28984706127
296,2.75359574331,-13.749905968,11559,0.0513362,-2.28980510503
297,2.75361733282,-13.7499479235,11559,0.0513362,-2.28976314953
298,2.75363892,-13.7499898819,11559,0.0513362,-2.28972119112
299,2.7536605051,-13.7500318437,11559,0.0513362,-2.28967922565
300,2.7536820868,-13.7500738079,11559,0.0513362,-2.28963726144
301,2.75370367183,-13.7501157741,11559,0.0513362,-2.28959529147
302,2.7537252546,-13.7501577424,11559,0.0513362,-2.28955332318
303,2.75374683892,-13.7501978069,11559,0.0513362,-2.28951134765
304,2.75376842193,-13.7502397802,11559,0.0513362,-2.28946937431
305,2.75379000718,-13.750281756,11559,0.0513362,-2.28942739847
306,2.75381158372,-13.7503237357,11559,0.0513362,-2.28938541504
307,2.75383315896,-13.7503657182,11559,0.0513362,-2.28934343264
308,2.75385473624,-13.7504077021,11559,0.0513362,-2.28930144499
309,2.75387631435,-13.7504496884,11559,0.0513362,-2.28925945871
310,2.75389788591,-13.7504916777,11559,0.0513362,-2.28921746563
311,2.75391945452,-13.7505336699,11559,0.0513362,-2.28917547344
312,2.75394102396,-13.7505756636,11559,0.0513362,-2.2891334797
313,2.75396258598,-13.7506176612,11559,0.0513362,-2.28909147844
314,2.75398415566,-13.7506596603,11559,0.0513362,-2.28904947936
315,2.75400572606,-13.7507016613,11559,0.0513362,-2.28900747463
316,2.75402729297,-13.7507436652,11559,0.0513362,-2.28896547064
317,2.75404885585,-13.7507837642,11559,0.0513362,-2.28892346066
318,2.75407041557,-13.7508257736,11559,0.0513362,-2.2888814512
319,2.75409197778,-13.7508677838,11559,0.0513362,-2.28883944101
320,2.75411354347,-13.7509097956,11559,0.0513363,-2.28879742549
321,2.75413510499,-13.7509518106,11559,0.0513363,-2.28875541053
322,2.75415666601,-13.7509938273,11559,0.0513363,-2.2887133901
323,2.75417822309,-13.7510358467,11559,0.0513363,-2.28867137068
324,2.75419976839,-13.7510778697,11559,0.0513363,-2.2886293477
325,2.75422131695,-13.7511198949,11559,0.0513363,-2.28858731878
326,2.75424286547,-13.7511619212,11559,0.0513363,-2.28854529241
327,2.75426442214,-13.7512039482,11559,0.0513363,-2.2885032617
328,2.75428597608,-13.7512459777,11559,0.0513363,-2.28846123224
329,2.75430752602,-13.7512880092,11559,0.0513363,-2.28841919695
330,2.75432906897,-13.751330044,11559,0.0513363,-2.28837716215
331,2.75435061984,-13.7513720779,11559,0.0513363,-2.28833512834
332,2.75437216564,-13.7514141153,11559,0.0513363,-2.28829308717
333,2.75439371156,-13.7514542469,11559,0.0513363,-2.28825104824
334,2.75441525683,-13.7514962877,11559,0.0513363,-2.28820900369
335,2.75443680839,-13.751538328,11559,0.0513363,-2.28816696338
336,2.75445834414,-13.7515803724,11559,0.0513363,-2.288124919
337,2.75447987628,-13.7516224188,11559,0.0513363,-2.28808286882
338,2.75450141702,-13.7516644646,11559,0.0513363,-2.28804082306
339,2.75452295176,-13.751706513,11559,0.0513363,-2.28799877099
340,2.75454449079,-13.7517485608,11559,0.0513363,-2.28795672311
341,2.75456603055,-13.7517906101,11559,0.0513363,-2.28791467382
342,2.75458756432,-13.751832661,11559,0.0513363,-2.28787261917
343,2.75460910426,-13.7518747119,11559,0.0513363,-2.28783056835
344,2.75463063874,-13.7519167645,11559,0.0513363,-2.28778851198
345,2.75465218017,-13.7519588154,11559,0.0513363,-2.28774646105
346,2.75467371446,-13.7520008686,11559,0.0513363,-2.28770440788
347,2.75469524693,-13.752042923,11559,0.0513363,-2.28766234974
348,2.75471678273,-13.7520849769,11559,0.0513363,-2.28762029584
349,2.75473830556,-13.7521251248,11559,0.0513363,-2.28757823685
350,2.75475983368,-13.7521671798,11559,0.0513363,-2.2875361819
351,2.75478136651,-13.7522092347,11559,0.0513363,-2.28749412698
352,2.75480288677,-13.7522512911,11559,0.0513363,-2.28745206684
353,2.75482441457,-13.7522933455,11559,0.0513363,-2.28741001244
354,2.75484594794,-13.7523353989,11559,0.0513363,-2.28736795531
355,2.7548674733,-13.752377453,11559,0.0513363,-2.28732590122
356,2.75488900376,-13.7524195061,11559,0.0513363,-2.28728384815
357,2.75491052,-13.7524615609,11559,0.0513363,-2.28724178961
358,2.75493205029,-13.7525036123,11559,0.0513363,-2.28719973818
359,2.75495358091,-13.7525456628,11559,0.0513363,-2.28715768399
360,2.75497511093,-13.7525877122,11559,0.0513363,-2.28711563462
361,2.75499664339,-13.7526297597,11559,0.0513363,-2.28707358713
362,2.75501816353,-13.7526718094,11559,0.0513363,-2.2870315337
363,2.75503968365,-13.7527138564,11559,0.0513363,-2.28698948669
364,2.75506121056,-13.7527559016,11559,0.0513363,-2.28694744148
365,2.75508272596,-13.7527979472,11559,0.0513363,-2.28690539215
366,2.75510424302,-13.7528380834,11559,0.0513363,-2.28686334854
367,2.75512576312,-13.7528801246,11559,0.0513363,-2.28682130363
368,2.75514727395,-13.7529221668,11559,0.0513363,-2.28677926148
369,2.75516878796,-13.7529642061,11559,0.0513363,-2.28673722218
370,2.75519030414,-13.7530062437,11559,0.0513363,-2.28669518085
371,2.75521181842,-13.7530482789,11559,0.0513363,-2.2866531456
372,2.75523333186,-13.7530903132,11559,0.0513363,-2.2866111113
373,2.75525485056,-13.7531323442,11559,0.0513363,-2.28656907657
374,2.75527636291,-13.7531743744,11559,0.0513363,-2.28652704641
375,2.75529787083,-13.7532164031,11559,0.0513363,-2.28648501775
376,2.75531938111,-13.75325843,11559,0.0513363,-2.28644298713
377,2.75534087883,-13.7533004553,11559,0.0513363,-2.28640096174
378,2.75536238656,-13.7533424782,11559,0.0513363,-2.28635893515
379,2.7553838846,-13.7533845011,11559,0.0513363,-2.28631691229
380,2.75540538772,-13.75342652,11559,0.0513363,-2.28627489339
381,2.7554268871,-13.7534685379,11559,0.0513363,-2.28623287175
382,2.75544838594,-13.7535105539,11559,0.0513363,-2.28619085573
383,2.75546988004,-13.7535525672,11559,0.0513363,-2.28614884241
384,2.75549136565,-13.7535926728,11559,0.0513363,-2.2861068258
385,2.75551286053,-13.7536346822,11559,0.0513363,-2.28606481634
386,2.75553435106,-13.7536766901,11559,0.0513363,-2.2860228085
387,2.75555583846,-13.7537186956,11559,0.0513363,-2.28598079928
388,2.75557732239,-13.7537606988,11559,0.0513363,-2.28593879606
389,2.75559880665,-13.7538027009,11559,0.0513363,-2.28589679392
390,2.75562029107,-13.7538446993,11559,0.0513364,-2.2858547918
391,2.75564176819,-13.7538866969,11559,0.0513364,-2.28581279422
392,2.75566324191,-13.753928693,11559,0.0513364,-2.28577079813
393,2.75568471787,-13.7539706856,11559,0.0513364,-2.28572880176
394,2.75570618693,-13.7540126763,11559,0.0513364,-2.28568681105
395,2.75572765913,-13.7540546647,11559,0.0513364,-2.28564482271
396,2.75574913109,-13.7540966514,11559,0.0513364,-2.28560283229
397,2.75577060102,-13.7541386344,11559,0.0513364,-2.28556084922
398,2.75579206133,-13.7541806175,11559,0.0513364,-2.28551886621
399,2.75581352306,-13.7542225979,11559,0.0513364,-2.28547688575
400,2.75583498275,-13.7542645751,11559,0.0513364,-2.28543490488
401,2.75585644032,-13.7543065523,11559,0.0513364,-2.28539292763
402,2.75587789475,-13.7543485251,11559,0.0513364,-2.28535095487
403,2.75589934064,-13.7543885913,11559,0.0513364,-2.28530897751
404,2.75592079609,-13.7544305597,11559,0.0513364,-2.28526700916
405,2.75594223817,-13.7544725286,11559,0.0513364,-2.28522504028
406,2.75596368393,-13.7545144942,11559,0.0513364,-2.28518307095
407,2.75598512391,-13.7545564578,11559,0.0513364,-2.28514110733
408,2.75600655973,-13.7545984196,11559,0.0513364,-2.28509914553
409,2.75602799462,-13.7546403789,11559,0.0513364,-2.28505718625
410,2.75604942436,-13.7546823378,11559,0.0513364,-2.2850152236
411,2.75607085345,-13.754724293,11559,0.0513364,-2.28497326843
412,2.75609228611,-13.7547662457,11559,0.0513364,-2.28493131573
413,2.75611370792,-13.7548081986,11559,0.0513364,-2.28488935913
414,2.75613513102,-13.7548501481,11559,0.0513364,-2.28484740963
