zoneID,Oddy,OddyCycle,CN,CNcycle,AR,ARcycle,Taper,Tcycle,LargeAngle,LAngCycle,Shape,ShapeCycle,ShSi,ShSiCy,Sr,SrCy,SrSi,SrSiCy
712,3.64381,6596,1.67985,6592,3.01713,6587,3.01703,0,92.8298,6673,0.59529,6563,0.59529,6563,0.99878,7217,0.99878,0.99878
713,3.64566,7327,1.68013,7334,3.01738,7262,3.01729,0,92.9275,6621,0.595193,7320,0.595193,7320,0.998695,6613,0.998695,0.998695
714,3.64772,7385,1.68043,7381,3.01774,7467,3.01755,0,93.0244,6394,0.595084,7385,0.595084,7385,0.998607,6397,0.998607,0.998607
715,3.64975,7298,1.68074,7291,3.0181,7371,3.01782,0,93.1211,6071,0.594977,7290,0.594977,7290,0.998517,5997,0.998517,0.998517
716,3.65168,7176,1.68102,7169,3.01841,7230,3.0181,0,93.2176,5732,0.594876,7166,0.594876,7166,0.998424,5675,0.998424,0.998424
717,3.65349,7021,1.68129,7012,3.01866,7075,3.01838,0,93.3494,7762,0.594781,7014,0.594781,7014,0.998292,7762,0.998292,0.998292
718,3.65519,6879,1.68155,6873,3.01886,6909,3.01868,0,93.4922,7762,0.594691,6876,0.594691,6876,0.998143,7762,0.998143,0.998143
719,3.65685,4331,1.68179,4306,3.01903,6721,3.01899,0,93.6302,7762,0.594604,4291,0.594604,4291,0.997993,7761,0.997993,0.997993
720,3.65899,3162,1.68211,3112,3.0193,3167,3.0193,0,93.7569,7538,0.594491,3160,0.594491,3160,0.997851,7537,0.997851,0.997851
721,3.6612,2925,1.68244,2867,3.01962,2993,3.01962,0,93.7876,7156,0.594376,2831,0.594376,2831,0.997816,7258,0.997816,0.997816
722,3.67757,7762,1.68487,7762,3.02501,7762,3.01995,0,93.8932,6051,0.593518,7762,0.593518,7762,0.997692,6037,0.997692,0.997692
723,3.69368,7762,1.68726,7762,3.02898,7762,3.02029,0,94.1575,6186,0.592677,7762,0.592677,7762,0.997368,6184,0.997368,0.997368
724,3.69122,6518,1.68689,6501,3.03281,6497,3.03259,0,92.8296,6554,0.592806,6495,0.592806,6495,0.99878,7053,0.99878,0.99878
725,3.69304,7026,1.68716,7020,3.03307,6502,3.03285,0,92.9277,6485,0.592711,7022,0.592711,7022,0.998695,6544,0.998695,0.998695
726,3.69506,7086,1.68746,7087,3.03338,7079,3.03311,0,93.0251,6287,0.592606,7082,0.592606,7082,0.998607,6336,0.998607,0.998607
727,3.69708,7043,1.68776,7039,3.03372,7068,3.03338,0,93.1223,6042,0.592501,7034,0.592501,7034,0.998516,5907,0.998516,0.998516
728,3.69899,6945,1.68805,6939,3.03402,6985,3.03366,0,93.2192,5761,0.592401,6936,0.592401,6936,0.998422,5716,0.998422,0.998422
729,3.70079,6831,1.68831,6836,3.03427,6869,3.03395,0,93.3471,7732,0.592308,6826,0.592308,6826,0.998294,7728,0.998294,0.998294
730,3.7024,6705,1.68855,6700,3.03445,6743,3.03425,0,93.4883,7687,0.592224,6705,0.592224,6705,0.998147,7682,0.998147,0.998147
731,3.70403,4943,1.68879,4937,3.0346,5101,3.03456,0,93.6193,7561,0.59214,4940,0.59214,4940,0.998006,7556,0.998006,0.998006
732,3.70613,3048,1.6891,3015,3.03487,3077,3.03487,0,93.7482,7379,0.592031,2998,0.592031,2998,0.997861,7371,0.997861,0.997861
733,3.71946,7762,1.69107,7762,3.03782,7762,3.0352,0,93.7859,6996,0.59134,7762,0.59134,7762,0.997817,7132,0.997817,0.997817
734,3.74437,7762,1.69475,7762,3.04663,7762,3.03553,0,93.9113,5989,0.590057,7762,0.590057,7762,0.997671,5978,0.997671,0.997671
735,3.76283,7762,1.69747,7762,3.05162,7762,3.03587,0,94.1743,6098,0.589111,7762,0.589111,7762,0.997347,6078,0.997347,0.997347
736,3.73954,6409,1.69404,6399,3.0487,6371,3.04831,0,92.828,6353,0.590305,6406,0.590305,6406,0.998781,6548,0.998781,0.998781
737,3.74149,6655,1.69433,6633,3.049,6435,3.04857,0,92.9264,6353,0.590205,6577,0.590205,6577,0.998695,6444,0.998695,0.998695
738,3.7436,6838,1.69464,6830,3.04931,6781,3.04883,0,93.0245,6185,0.590096,6832,0.590096,6832,0.998606,6218,0.998606,0.998606
739,3.74573,6813,1.69495,6811,3.04966,6822,3.04911,0,93.1225,5947,0.589987,6816,0.589987,6816,0.998515,5907,0.998515,0.998515
740,3.74773,6718,1.69525,6715,3.04998,6752,3.04939,0,93.2207,5749,0.589884,6709,0.589884,6709,0.99842,5755,0.99842,0.99842
741,3.74955,6590,1.69552,6585,3.05022,6643,3.04968,0,93.3313,7266,0.589791,6590,0.589791,6590,0.99831,7263,0.99831,0.99831
742,3.75107,6392,1.69574,6381,3.05036,6455,3.04998,0,93.4655,7339,0.589713,6374,0.589713,6374,0.998171,7331,0.998171,0.998171
743,3.75278,7762,1.69599,7762,3.05047,5379,3.05029,0,93.5974,7294,0.589625,7762,0.589625,7762,0.99803,7290,0.99803,0.99803
