zoneID,Oddy,OddyCycle,CN,CNcycle,AR,ARcycle,Taper,Tcycle,LargeAngle,LAngCycle,Shape,ShapeCycle,ShSi,ShSiCy,Sr,SrCy,SrSi,SrSiCy
712,3.64381,6599,1.67985,6594,3.01713,6588,3.01703,0,92.8298,6702,0.59529,6564,0.59529,6564,0.99878,7214,0.99878,0.99878
713,3.64566,7330,1.68013,7322,3.01738,7266,3.01729,0,92.9275,6597,0.595193,7325,0.595193,7325,0.998695,6514,0.998695,0.998695
714,3.64772,7389,1.68043,7375,3.01774,7457,3.01755,0,93.0244,6398,0.595084,7373,0.595084,7373,0.998607,6403,0.998607,0.998607
715,3.64975,7296,1.68074,7293,3.0181,7364,3.01782,0,93.1211,6066,0.594977,7292,0.594977,7292,0.998517,5996,0.998517,0.998517
716,3.65168,7175,1.68102,7169,3.01841,7230,3.0181,0,93.2226,7993,0.594876,7166,0.594876,7166,0.998419,7992,0.998419,0.998419
717,3.65349,7018,1.68129,7017,3.01866,7079,3.01838,0,93.3636,7993,0.594781,7011,0.594781,7011,0.998277,7992,0.998277,0.998277
718,3.65519,6875,1.68155,6870,3.01886,6904,3.01868,0,93.5032,7962,0.594691,6871,0.594691,6871,0.998131,7963,0.998131,0.998131
719,3.65685,4331,1.68179,4306,3.01903,6723,3.01899,0,93.6304,7774,0.594604,4291,0.594604,4291,0.997993,7770,0.997993,0.997993
720,3.65899,3162,1.68211,3112,3.0193,3167,3.0193,0,93.757,7537,0.594491,3160,0.594491,3160,0.997851,7535,0.997851,0.997851
721,3.66662,7993,1.68324,7993,3.02103,7993,3.01962,0,93.7876,7153,0.594091,7993,0.594091,7993,0.997816,7264,0.997816,0.997816
722,3.68672,7993,1.68623,7993,3.02816,7993,3.01995,0,93.8932,6057,0.59304,7993,0.59304,7993,0.997692,6041,0.997692,0.997692
723,3.699,7993,1.68805,7993,3.03029,7993,3.02029,0,94.1576,6192,0.592401,7993,0.592401,7993,0.997368,6175,0.997368,0.997368
724,3.69122,6518,1.68689,6501,3.03281,6498,3.03259,0,92.8296,6538,0.592806,6495,0.592806,6495,0.99878,7049,0.99878,0.99878
725,3.69304,7030,1.68716,7023,3.03307,6503,3.03285,0,92.9277,6491,0.592711,7025,0.592711,7025,0.998695,6547,0.998695,0.998695
726,3.69506,7089,1.68746,7093,3.03338,7081,3.03311,0,93.0251,6290,0.592606,7084,0.592606,7084,0.998607,6337,0.998607,0.998607
727,3.69708,7041,1.68776,7041,3.03372,7071,3.03338,0,93.1223,6038,0.592501,7036,0.592501,7036,0.998516,5907,0.998516,0.998516
728,3.69899,6947,1.68805,6940,3.03402,6985,3.03366,0,93.2192,5762,0.592401,6937,0.592401,6937,0.998422,5716,0.998422,0.998422
729,3.70079,6830,1.68831,6829,3.03427,6867,3.03395,0,93.347,7731,0.592308,6824,0.592308,6824,0.998294,7720,0.998294,0.998294
730,3.7024,6709,1.68855,6699,3.03445,6738,3.03425,0,93.4883,7687,0.592224,6703,0.592224,6703,0.998147,7679,0.998147,0.998147
731,3.70403,4943,1.68879,4937,3.0346,5101,3.03456,0,93.6193,7561,0.59214,4940,0.59214,4940,0.998006,7555,0.998006,0.998006
732,3.71194,7993,1.68996,7993,3.0354,7993,3.03487,0,93.7482,7377,0.59173,7993,0.59173,7993,0.997861,7376,0.997861,0.997861
733,3.73485,7993,1.69335,7993,3.04292,7993,3.0352,0,93.7859,6995,0.590546,7993,0.590546,7993,0.997817,7138,0.997817,0.997817
734,3.76023,7993,1.69709,7993,3.05198,7993,3.03553,0,93.9113,5985,0.589244,7993,0.589244,7993,0.997671,5985,0.997671,0.997671
735,3.77281,7993,1.69894,7993,3.05435,7993,3.03587,0,94.1743,6101,0.588601,7993,0.588601,7993,0.997347,6097,0.997347,0.997347
736,3.73954,6412,1.69404,6400,3.0487,6372,3.04831,0,92.828,6352,0.590305,6409,0.590305,6409,0.998781,6542,0.998781,0.998781
737,3.74149,6654,1.69433,6632,3.049,6430,3.04857,0,92.9264,6358,0.590205,6576,0.590205,6576,0.998695,6446,0.998695,0.998695
738,3.7436,6840,1.69464,6831,3.04931,6781,3.04883,0,93.0245,6193,0.590096,6832,0.590096,6832,0.998606,6219,0.998606,0.998606
739,3.74573,6817,1.69495,6814,3.04966,6826,3.04911,0,93.1225,5943,0.589987,6804,0.589987,6804,0.998515,5907,0.998515,0.998515
740,3.74773,6721,1.69525,6716,3.04998,6755,3.04939,0,93.2207,5750,0.589884,6710,0.589884,6710,0.99842,5755,0.99842,0.99842
741,3.74955,6593,1.69552,6583,3.05022,6637,3.04968,0,93.3312,7263,0.589791,6587,0.589791,6587,0.99831,7262,0.99831,0.99831
742,3.75107,6390,1.69574,6374,3.05036,6447,3.04998,0,93.4655,7340,0.589713,6368,0.589713,6368,0.998171,7335,0.998171,0.998171
743,3.76761,7993,1.69818,7993,3.05346,7993,3.05029,0,93.5974,7295,0.588867,7993,0.588867,7993,0.99803,7291,0.99803,0.99803
744,3.79389,7993,1.70204,7993,3.06063,7993,3.05061,0,93.7301,7161,0.58753,7993,0.58753,7993,0.997881,7325,0.997881,0.997881
745,3.82718,7993,1.70692,7993,3.07164,7993,3.05093,0,93.7885,6793,0.585849,7993,0.585849,7993,0.997815,6790,0.997815,0.997815
746,3.85581,7993,1.71111,7993,3.08236,7993,3.05127,0,93.9311,5889,0.584415,7993,0.584415,7993,0.997647,5879,0.997647,0.997647
747,3.86611,7970,1.71262,7970,3.08431,7955,3.05161,0,94.1956,6024,0.583902,7968,0.583902,7968,0.99732,6002,0.99732,0.99732
748,3.78847,6336,1.70125,6329,3.06474,6311,3.0642,0,92.8268,0,0.587805,6341,0.587805,6341,0.998783,3095,0.998783,0.998783
749,3.79065,6454,1.70157,6444,3.0651,6346,3.06446,0,92.9241,0,0.587694,6451,0.587694,6451,0.998698,6257,0.998698,0.998698
750,3.79306,6644,1.70192,6643,3.06549,6540,3.06472,0,93.0214,3076,0.587572,6641,0.587572,6641,0.998609,6148,0.998609,0.998609
751,3.79552,6624,1.70228,6619,3.06592,6584,3.065,0,93.1187,3039,0.587447,6613,0.587447,6613,0.998517,6051,0.998517,0.998517
752,3.79795,6540,1.70264,6526,3.06633,6538,3.06528,0,93.216,3036,0.587324,6532,0.587324,6532,0.998422,5768,0.998422,0.998422
753,3.80025,6389,1.70298,6382,3.06667,6408,3.06557,0,93.3269,6954,0.587207,6385,0.587207,6385,0.998315,6943,0.998315,0.998315
754,3.81235,7993,1.70475,7993,3.0675,7906,3.06587,0,93.4529,7002,0.586596,7993,0.586596,7993,0.998185,6997,0.998185,0.998185
755,3.84786,7993,1.70995,7993,3.07666,7993,3.06618,0,93.5789,7000,0.584812,7993,0.584812,7993,0.99805,6995,0.99805,0.99805
756,3.89367,7993,1.71663,7993,3.0895,7993,3.0665,0,93.7223,6911,0.582535,7993,0.582535,7993,0.99789,6907,0.99789,0.99789
