zoneID,Oddy,OddyCycle,CN,CNcycle,AR,ARcycle,Taper,Tcycle,LargeAngle,LAngCycle,Shape,ShapeCycle,ShSi,ShSiCy,Sr,SrCy,SrSi,SrSiCy
712,3.64381,6591,1.67985,6578,3.01713,6583,3.01703,0,92.8297,6650,0.59529,6587,0.59529,6587,0.998781,6536,0.998781,0.998781
713,3.64552,6558,1.68011,6573,3.01737,6528,3.01729,0,92.9274,6595,0.5952,6515,0.5952,6515,0.998695,6520,0.998695,0.998695
714,3.64734,6823,1.68038,6822,3.01764,6823,3.01755,0,93.0244,6413,0.595104,6822,0.595104,6822,0.998607,6379,0.998607,0.998607
715,3.64927,6823,1.68067,6823,3.01794,6823,3.01782,0,93.1211,6047,0.595002,6823,0.595002,6823,0.998517,6022,0.998517,0.998517
716,3.6513,6823,1.68097,6823,3.01826,6823,3.0181,0,93.2176,5779,0.594896,6823,0.594896,6823,0.998424,5694,0.998424,0.998424
717,3.65332,6823,1.68127,6823,3.01858,6823,3.01838,0,93.3136,5425,0.594789,6823,0.594789,6823,0.998328,5155,0.998328,0.998328
718,3.6552,6823,1.68155,6823,3.01886,6823,3.01868,0,93.4104,0,0.594691,6822,0.594691,6822,0.998229,3318,0.998229,0.998229
719,3.65685,4331,1.68179,4306,3.01904,6718,3.01899,0,93.5094,6823,0.594604,4291,0.594604,4291,0.998125,6822,0.998125,0.998125
720,3.65899,3162,1.68211,3112,3.0193,3167,3.0193,0,93.6422,6823,0.594491,3160,0.594491,3160,0.99798,6823,0.99798,0.99798
721,3.6612,2925,1.68244,2867,3.01962,2993,3.01962,0,93.7619,6823,0.594376,2831,0.594376,2831,0.997845,6823,0.997845,0.997845
722,3.66346,2042,1.68277,0,3.01995,0,3.01995,0,93.893,6050,0.594257,0,0.594257,0,0.997693,6048,0.997693,0.997693
723,3.66579,0,1.68312,0,3.02029,0,3.02029,0,94.1576,6188,0.594134,0,0.594134,0,0.997368,6179,0.997368,0.997368
724,3.69122,6521,1.68689,6503,3.03281,6508,3.03259,0,92.8296,6526,0.592805,6504,0.592805,6504,0.99878,6576,0.99878,0.99878
725,3.69301,6534,1.68716,6516,3.03307,6482,3.03285,0,92.9276,6487,0.592713,6502,0.592713,6502,0.998695,6580,0.998695,0.998695
726,3.69492,6823,1.68744,6823,3.03335,6822,3.03311,0,93.0251,6312,0.592613,6822,0.592613,6822,0.998607,6329,0.998607,0.998607
727,3.69692,6823,1.68774,6823,3.03366,6823,3.03338,0,93.1223,6068,0.592509,6822,0.592509,6822,0.998516,5922,0.998516,0.998516
728,3.69893,6823,1.68804,6823,3.03398,6823,3.03366,0,93.2192,5815,0.592405,6823,0.592405,6823,0.998422,5716,0.998422,0.998422
729,3.70079,6823,1.68831,6820,3.03427,6823,3.03395,0,93.3156,5665,0.592308,6820,0.592308,6820,0.998326,5570,0.998326,0.998326
730,3.70242,6708,1.68855,6704,3.03446,6742,3.03425,0,93.414,6823,0.592223,6701,0.592223,6701,0.998225,6823,0.998225,0.998225
731,3.70403,4943,1.68879,4937,3.0346,5101,3.03456,0,93.5228,6823,0.59214,4940,0.59214,4940,0.99811,6823,0.99811,0.99811
732,3.70613,3048,1.6891,3015,3.03487,3077,3.03487,0,93.6634,6823,0.592031,2998,0.592031,2998,0.997957,6823,0.997957,0.997957
733,3.70835,2754,1.68943,0,3.0352,2769,3.0352,0,93.7759,6823,0.591916,0,0.591916,0,0.997829,6823,0.997829,0.997829
734,3.71064,1778,1.68977,0,3.03553,0,3.03553,0,93.9111,5982,0.591797,0,0.591797,0,0.997671,5971,0.997671,0.997671
735,3.71361,6823,1.69021,6823,3.03587,0,3.03587,0,94.1743,6098,0.591643,6823,0.591643,6823,0.997347,6104,0.997347,0.997347
736,3.73954,6412,1.69404,6394,3.0487,6377,3.04831,0,92.828,6342,0.590305,6408,0.590305,6408,0.998781,6364,0.998781,0.998781
737,3.74149,6650,1.69433,6620,3.049,6414,3.04857,0,92.9263,6315,0.590205,6619,0.590205,6619,0.998695,6463,0.998695,0.998695
738,3.74359,6822,1.69464,6823,3.04931,6763,3.04883,0,93.0245,6200,0.590097,6815,0.590097,6815,0.998606,6210,0.998606,0.998606
739,3.74571,6812,1.69495,6811,3.04966,6819,3.04911,0,93.1225,5969,0.589988,6806,0.589988,6806,0.998515,5927,0.998515,0.998515
740,3.74774,6726,1.69525,6730,3.04998,6755,3.04939,0,93.2208,5796,0.589884,6717,0.589884,6717,0.99842,5746,0.99842,0.99842
741,3.74955,6585,1.69552,6573,3.05022,6638,3.04968,0,93.3193,6823,0.589791,6583,0.589791,6583,0.998322,6821,0.998322,0.998322
742,3.75109,6404,1.69574,6399,3.05037,6463,3.04998,0,93.4285,6823,0.589712,6399,0.589712,6399,0.99821,6823,0.99821,0.99821
743,3.75249,5336,1.69595,5339,3.05047,5393,3.05029,0,93.5458,6823,0.58964,5303,0.58964,5303,0.998086,6823,0.998086,0.998086
744,3.75403,3827,1.69618,3800,3.05061,3021,3.05061,0,93.6914,6823,0.589561,3827,0.589561,3827,0.997925,6823,0.997925,0.997925
745,3.75625,0,1.6965,0,3.05093,0,3.05093,0,93.7856,6786,0.589447,0,0.589447,0,0.997818,6784,0.997818,0.997818
746,3.75856,0,1.69684,0,3.05127,0,3.05127,0,93.9309,5889,0.589329,0,0.589329,0,0.997647,5884,0.997647,0.997647
747,3.76705,6823,1.69809,6823,3.05205,6823,3.05161,0,94.1956,6024,0.588895,6823,0.588895,6823,0.99732,6005,0.99732,0.99732
748,3.78847,6339,1.70125,6338,3.06474,6306,3.0642,0,92.8268,0,0.587805,6325,0.587805,6325,0.998783,3095,0.998783,0.998783
749,3.79066,6448,1.70157,6440,3.0651,6339,3.06446,0,92.9241,0,0.587694,6423,0.587694,6423,0.998698,6258,0.998698,0.998698
750,3.79305,6640,1.70192,6633,3.06549,6497,3.06472,0,93.0214,3076,0.587573,6621,0.587573,6621,0.998609,6205,0.998609,0.998609
751,3.79551,6612,1.70228,6601,3.06591,6565,3.065,0,93.1187,3039,0.587448,6603,0.587448,6603,0.998517,6144,0.998517,0.998517
752,3.79794,6550,1.70264,6548,3.06632,6568,3.06528,0,93.216,3036,0.587324,6547,0.587324,6547,0.998422,5975,0.998422,0.998422
753,3.80026,6397,1.70298,6397,3.06667,6419,3.06557,0,93.324,6823,0.587207,6393,0.587207,6393,0.998318,6822,0.998318,0.998318
754,3.80234,6161,1.70328,6147,3.06693,6173,3.06587,0,93.4427,6823,0.587102,6145,0.587102,6145,0.998195,6823,0.998195,0.998195
755,3.80405,5966,1.70353,5957,3.06706,5954,3.06618,0,93.5701,6823,0.587015,5953,0.587015,5953,0.998059,6823,0.998059,0.998059
756,3.80495,5713,1.70366,5715,3.06694,5487,3.0665,0,93.7213,6823,0.58697,5695,0.58697,5695,0.997892,6823,0.997892,0.997892
757,3.80503,4241,1.70368,4198,3.06683,0,3.06683,0,93.8162,6609,0.586966,4191,0.586966,4191,0.997783,6605,0.997783,0.997783
758,3.80804,6823,1.70412,6823,3.06717,0,3.06717,0,93.9802,5843,0.586814,6823,0.586814,6823,0.997588,5842,0.997588,0.997588
759,3.8171,6823,1.70545,6823,3.06929,6823,3.06751,0,94.2097,5814,0.586357,6823,0.586357,6823,0.997302,5809,0.997302,0.997302
760,3.83604,6213,1.70822,6202,3.08047,6185,3.08025,0,92.8268,0,0.585404,6216,0.585404,6216,0.998783,0,0.998783,0.998783
761,3.83827,6238,1.70855,6231,3.08086,6219,3.08051,0,92.9241,0,0.585292,6230,0.585292,6230,0.998698,0,0.998698,0.998698
762,3.84078,6417,1.70892,6410,3.08132,6312,3.08078,0,93.0214,0,0.585166,6403,0.585166,6403,0.99861,0,0.99861,0.99861
763,3.84362,6445,1.70933,6437,3.08185,6397,3.08105,0,93.1187,0,0.585024,6439,0.585024,6439,0.998519,0,0.998519,0.998519
764,3.84661,6341,1.70977,6335,3.08242,6331,3.08134,0,93.216,0,0.584875,6338,0.584875,6338,0.998425,0,0.998425,0.998425
765,3.84969,6229,1.71022,6225,3.08298,6234,3.08163,0,93.3132,0,0.584721,6220,0.584721,6220,0.998329,0,0.998329,0.998329
766,3.85291,6095,1.71069,6086,3.08354,6101,3.08193,0,93.4104,2681,0.58456,6084,0.58456,6084,0.998229,0,0.998229,0.998229
767,3.85646,5973,1.71121,5967,3.0841,5970,3.08225,0,93.53,6736,0.584383,5964,0.584383,5964,0.998103,6730,0.998103,0.998103
768,3.85983,5839,1.7117,5833,3.08448,5802,3.08257,0,93.6724,6668,0.584215,5831,0.584215,5831,0.997941,6822,0.997941,0.997941
769,3.86348,6823,1.71223,6823,3.08453,5670,3.0829,0,93.7968,6420,0.584033,6823,0.584033,6823,0.997805,6410,0.997805,0.997805
770,3.89055,6823,1.71618,6823,3.09017,6823,3.08323,0,94.0206,5788,0.582689,6823,0.582689,6823,0.997539,5782,0.997539,0.997539
771,3.90996,6823,1.71901,6823,3.09437,6823,3.08358,0,94.3732,5875,0.581732,6823,0.581732,6823,0.997089,5863,0.997089,0.997089
772,0.614551,6823,1.14336,6823,1.28014,6823,1.07425,0,115.688,6823,0.874614,6823,0.874614,6823,0.901168,6823,0.901168,0.901168
773,0.621608,6823,1.1449,6823,1.30555,6823,1.05163,0,115.26,6823,0.873436,6823,0.873436,6823,0.904378,6823,0.904378,0.904378
774,0.630156,6823,1.14677,6823,1.33068,6823,1.02992,0,114.789,6823,0.872016,6823,0.872016,6823,0.90786,6823,0.90786,0.90786
775,0.641068,6823,1.14914,6823,1.35447,6823,1.00908,0,114.423,6823,0.870212,6823,0.870212,6823,0.910521,6823,0.910521,0.910521
776,0.683782,6823,1.1584,6823,1.36826,6823,1.01108,0,115.019,6823,0.86326,6823,0.86326,6823,0.906169,6823,0.906169,0.906169
777,0.953703,6823,1.21526,6823,1.317,6482,1.03116,0,121.767,6823,0.822871,6823,0.822871,6823,0.850192,6823,0.850192,0.850192
778,2.7562,6823,1.54211,6823,1.22584,5687,1.05125,0,139.569,6823,0.648463,6823,0.648463,6823,0.648529,6823,0.648529,0.648529
779,17.4606,6823,3.11935,6823,1.53974,6823,1.07135,0,158.997,6823,0.32058,6823,0.32058,6823,0.358412,6823,0.358412,0.358412
780,105.767,6823,7.34055,6823,2.23251,6823,1.09146,0,169.004,6823,0.13623,6823,0.13623,6823,0.190733,6823,0.190733,0.190733
781,395.404,6823,14.0962,6823,2.52619,6823,1.11159,0,173.594,6823,0.0709412,6823,0.0709412,6823,0.111581,6823,0.111581,0.111581
782,99.062,6823,7.10852,6823,1.61265,6823,1.13172,0,170.831,6823,0.140676,6823,0.140676,6823,0.159347,6823,0.159347,0.159347
783,12.3014,6823,2.67408,6823,1.57109,5775,1.15186,0,156.286,6823,0.373961,6823,0.373961,6823,0.402175,6823,0.402175,0.402175
784,0.617708,6823,1.14405,6823,1.21829,6823,1.11924,0,117.093,6823,0.874086,6823,0.874086,6823,0.890265,6823,0.890265,0.890265
785,0.623352,6823,1.14528,6823,1.24208,6823,1.09463,0,116.73,6823,0.873146,6823,0.873146,6823,0.893136,6823,0.893136,0.893136
786,0.628855,6823,1.14648,6823,1.26698,6823,1.07106,0,116.348,6823,0.872231,6823,0.872231,6823,0.896116,6823,0.896116,0.896116
787,0.636448,6823,1.14814,6823,1.29271,6823,1.04846,0,115.904,6823,0.870974,6823,0.870974,6823,0.899526,6823,0.899526,0.899526
