zoneID,Oddy,OddyCycle,CN,CNcycle,AR,ARcycle,Taper,Tcycle,LargeAngle,LAngCycle,Shape,ShapeCycle,ShSi,ShSiCy,Sr,SrCy,SrSi,SrSiCy
712,3.64381,6599,1.67985,6594,3.01713,6588,3.01703,0,92.8298,6705,0.59529,6563,0.59529,6563,0.99878,7214,0.99878,0.99878
713,3.64566,7328,1.68013,7318,3.01738,7279,3.01729,0,92.9275,6597,0.595193,7320,0.595193,7320,0.998695,6514,0.998695,0.998695
714,3.64772,7386,1.68043,7389,3.01774,7455,3.01755,0,93.0244,6399,0.595084,7372,0.595084,7372,0.998607,6404,0.998607,0.998607
715,3.64975,7297,1.68074,7293,3.0181,7375,3.01782,0,93.1211,6065,0.594977,7293,0.594977,7293,0.998517,5996,0.998517,0.998517
716,3.65168,7175,1.68102,7171,3.01841,7231,3.0181,0,93.2187,7818,0.594876,7167,0.594876,7167,0.998423,7817,0.998423,0.998423
717,3.65349,7018,1.68129,7021,3.01866,7082,3.01838,0,93.3541,7818,0.594781,7013,0.594781,7013,0.998287,7818,0.998287,0.998287
718,3.65519,6876,1.68155,6870,3.01886,6904,3.01868,0,93.4974,7818,0.594691,6872,0.594691,6872,0.998138,7818,0.998138,0.998138
719,3.65685,4331,1.68179,4306,3.01903,6714,3.01899,0,93.6304,7773,0.594604,4291,0.594604,4291,0.997993,7770,0.997993,0.997993
720,3.65899,3162,1.68211,3112,3.0193,3167,3.0193,0,93.757,7537,0.594491,3160,0.594491,3160,0.997851,7535,0.997851,0.997851
721,3.6612,2925,1.68244,2867,3.01962,2993,3.01962,0,93.7876,7154,0.594376,2831,0.594376,2831,0.997816,7258,0.997816,0.997816
722,3.67999,7818,1.68523,7818,3.02584,7818,3.01995,0,93.8932,6049,0.593391,7818,0.593391,7818,0.997692,6042,0.997692,0.997692
723,3.69551,7818,1.68753,7818,3.02951,7818,3.02029,0,94.1576,6189,0.592582,7818,0.592582,7818,0.997368,6174,0.997368,0.997368
724,3.69122,6518,1.68689,6501,3.03281,6498,3.03259,0,92.8296,6539,0.592806,6495,0.592806,6495,0.99878,7050,0.99878,0.99878
725,3.69304,7028,1.68716,7018,3.03307,6503,3.03285,0,92.9277,6491,0.592711,7019,0.592711,7019,0.998695,6547,0.998695,0.998695
726,3.69506,7092,1.68746,7083,3.03338,7086,3.03311,0,93.0251,6291,0.592606,7080,0.592606,7080,0.998607,6338,0.998607,0.998607
727,3.69708,7043,1.68776,7039,3.03372,7068,3.03338,0,93.1223,6038,0.592501,7034,0.592501,7034,0.998516,5907,0.998516,0.998516
728,3.69899,6947,1.68805,6940,3.03402,6986,3.03366,0,93.2192,5762,0.592401,6937,0.592401,6937,0.998422,5716,0.998422,0.998422
729,3.70079,6832,1.68831,6831,3.03427,6867,3.03395,0,93.347,7730,0.592308,6825,0.592308,6825,0.998294,7722,0.998294,0.998294
730,3.7024,6707,1.68855,6699,3.03445,6736,3.03425,0,93.4883,7687,0.592224,6703,0.592224,6703,0.998147,7685,0.998147,0.998147
731,3.70403,4943,1.68879,4937,3.0346,5101,3.03456,0,93.6194,7561,0.59214,4940,0.59214,4940,0.998005,7563,0.998005,0.998005
732,3.70613,3048,1.6891,3015,3.03487,3077,3.03487,0,93.7482,7378,0.592031,2998,0.592031,2998,0.997861,7372,0.997861,0.997861
733,3.7234,7818,1.69166,7818,3.03911,7818,3.0352,0,93.7859,6995,0.591137,7818,0.591137,7818,0.997817,7134,0.997817,0.997817
734,3.74882,7818,1.69541,7818,3.04812,7818,3.03553,0,93.9113,5986,0.589828,7818,0.589828,7818,0.997671,5986,0.997671,0.997671
735,3.76623,7818,1.69797,7818,3.05264,7818,3.03587,0,94.1743,6100,0.588937,7818,0.588937,7818,0.997347,6096,0.997347,0.997347
736,3.73954,6412,1.69404,6400,3.0487,6372,3.04831,0,92.828,6352,0.590305,6409,0.590305,6409,0.998781,6542,0.998781,0.998781
737,3.74149,6654,1.69433,6633,3.049,6430,3.04857,0,92.9264,6357,0.590205,6577,0.590205,6577,0.998695,6446,0.998695,0.998695
738,3.7436,6837,1.69464,6845,3.04931,6779,3.04883,0,93.0245,6194,0.590096,6831,0.590096,6831,0.998606,6220,0.998606,0.998606
739,3.74573,6816,1.69495,6813,3.04966,6825,3.04911,0,93.1225,5942,0.589987,6804,0.589987,6804,0.998515,5907,0.998515,0.998515
740,3.74773,6722,1.69525,6717,3.04998,6756,3.04939,0,93.2207,5750,0.589884,6711,0.589884,6711,0.99842,5755,0.99842,0.99842
741,3.74955,6594,1.69552,6583,3.05022,6638,3.04968,0,93.3313,7263,0.589791,6587,0.589791,6587,0.99831,7255,0.99831,0.99831
742,3.75107,6387,1.69574,6372,3.05036,6445,3.04998,0,93.4655,7338,0.589713,6367,0.589713,6367,0.998171,7331,0.998171,0.998171
743,3.75659,7818,1.69655,7818,3.05054,7818,3.05029,0,93.5975,7295,0.58943,7818,0.58943,7818,0.998029,7290,0.998029,0.998029
744,3.77872,7818,1.69981,7818,3.05615,7818,3.05061,0,93.73,7162,0.5883,7818,0.5883,7818,0.997881,7322,0.997881,0.997881
745,3.81075,7818,1.70452,7818,3.06629,7818,3.05093,0,93.7886,6795,0.586677,7818,0.586677,7818,0.997815,6789,0.997815,0.997815
746,3.84258,7818,1.70918,7818,3.07776,7818,3.05127,0,93.9311,5890,0.585077,7818,0.585077,7818,0.997647,5879,0.997647,0.997647
747,3.86089,7818,1.71185,7818,3.08281,7818,3.05161,0,94.1956,6023,0.584162,7818,0.584162,7818,0.99732,6001,0.99732,0.99732
748,3.78847,6336,1.70125,6329,3.06474,6311,3.0642,0,92.8268,0,0.587805,6341,0.587805,6341,0.998783,3095,0.998783,0.998783
749,3.79065,6454,1.70157,6444,3.0651,6346,3.06446,0,92.9241,0,0.587694,6451,0.587694,6451,0.998698,6257,0.998698,0.998698
750,3.79306,6644,1.70192,6644,3.06549,6542,3.06472,0,93.0214,3076,0.587572,6642,0.587572,6642,0.998609,6148,0.998609,0.998609
751,3.79552,6626,1.70228,6620,3.06592,6585,3.065,0,93.1187,3039,0.587447,6614,0.587447,6614,0.998517,6051,0.998517,0.998517
752,3.79795,6534,1.70264,6527,3.06633,6539,3.06528,0,93.216,3036,0.587324,6534,0.587324,6534,0.998422,5768,0.998422,0.998422
753,3.80025,6390,1.70298,6382,3.06667,6409,3.06557,0,93.3269,6957,0.587207,6386,0.587207,6386,0.998315,6942,0.998315,0.998315
754,3.80862,7818,1.7042,7818,3.06738,7818,3.06587,0,93.4529,7006,0.586784,7818,0.586784,7818,0.998185,6998,0.998185,0.998185
755,3.83961,7818,1.70874,7818,3.07501,7818,3.06618,0,93.5789,6998,0.585225,7818,0.585225,7818,0.99805,6995,0.99805,0.99805
756,3.88341,7818,1.71514,7818,3.08678,7818,3.0665,0,93.7223,6910,0.583043,7818,0.583043,7818,0.99789,6906,0.99789,0.99789
