zoneID,Oddy,OddyCycle,CN,CNcycle,AR,ARcycle,Taper,Tcycle,LargeAngle,LAngCycle,TotAng,TotAngCycle,Shape,ShapeCycle,ShSi,ShSiCy,Sr,SrCy,SrSi,SrSiCy
712,3.64381,6587,1.67985,6585,3.01713,6585,3.01703,0,92.8298,6678,180.0,6537,0.59529,6599,0.59529,6599,0.998781,6636,0.998781,0.998781
713,3.64552,6556,1.68011,6528,3.01737,6552,3.01729,0,92.9274,6607,180.0,6341,0.5952,6522,0.5952,6522,0.998695,6558,0.998695,0.998695
714,3.64731,6696,1.68037,6695,3.01763,6694,3.01755,0,93.0244,6411,180.0,5600,0.595106,6691,0.595106,6691,0.998607,6378,0.998607,0.998607
715,3.64919,6696,1.68065,6696,3.01791,6695,3.01782,0,93.1211,6043,180.0,5557,0.595007,6696,0.595007,6696,0.998517,6019,0.998517,0.998517
716,3.65117,6696,1.68095,6696,3.01822,6696,3.0181,0,93.2176,5735,180.0,5467,0.594903,6696,0.594903,6696,0.998424,5670,0.998424,0.998424
717,3.65316,6696,1.68124,6696,3.01853,6696,3.01838,0,93.3136,5387,180.0,6038,0.594798,6696,0.594798,6696,0.998328,5154,0.998328,0.998328
718,3.65507,6696,1.68153,6696,3.01881,6696,3.01868,0,93.4104,0,180.001,6696,0.594697,6696,0.594697,6696,0.998229,3318,0.998229,0.998229
719,3.65685,4331,1.68179,4306,3.01903,6694,3.01899,0,93.5076,0,180.004,6694,0.594604,4291,0.594604,4291,0.998127,0,0.998127,0.998127
720,3.65899,3162,1.68211,3112,3.0193,3167,3.0193,0,93.6276,6696,180.01,6696,0.594491,3160,0.594491,3160,0.997996,6696,0.997996,0.997996
721,3.6612,2925,1.68244,2867,3.01962,2993,3.01962,0,93.7539,6696,180.012,6696,0.594376,2831,0.594376,2831,0.997854,6696,0.997854,0.997854
722,3.66346,2042,1.68277,0,3.01995,0,3.01995,0,93.8931,6046,180.015,5713,0.594257,0,0.594257,0,0.997693,6028,0.997693,0.997693
723,3.66579,0,1.68312,0,3.02029,0,3.02029,0,94.1575,6189,180.018,5422,0.594134,0,0.594134,0,0.997368,6187,0.997368,0.997368
724,3.69122,6521,1.68689,6518,3.03281,6494,3.03259,0,92.8296,6520,180.0,3387,0.592805,6519,0.592805,6519,0.99878,6558,0.99878,0.99878
725,3.693,6528,1.68716,6531,3.03307,6501,3.03285,0,92.9276,6480,180.0,3348,0.592713,6511,0.592713,6511,0.998695,6504,0.998695,0.998695
726,3.69487,6696,1.68743,6695,3.03334,6695,3.03311,0,93.0251,6326,180.0,3340,0.592616,6695,0.592616,6695,0.998607,6330,0.998607,0.998607
727,3.69682,6696,1.68772,6696,3.03364,6696,3.03338,0,93.1223,6082,180.0,5803,0.592514,6696,0.592514,6696,0.998516,5920,0.998516,0.998516
728,3.6988,6696,1.68802,6696,3.03394,6696,3.03366,0,93.2192,5777,180.0,5652,0.592411,6696,0.592411,6696,0.998422,5702,0.998422,0.998422
729,3.70071,6696,1.6883,6696,3.03423,6696,3.03395,0,93.3156,5608,180.001,6125,0.592312,6695,0.592312,6695,0.998326,5505,0.998326,0.998326
730,3.7024,6695,1.68855,6696,3.03445,6696,3.03425,0,93.4131,6696,180.003,6696,0.592224,6694,0.592224,6694,0.998226,6691,0.998226,0.998226
731,3.70403,4943,1.68879,4937,3.0346,5102,3.03456,0,93.5144,6696,180.008,6696,0.59214,4940,0.59214,4940,0.998119,6696,0.998119,0.998119
732,3.70613,3048,1.6891,3015,3.03487,3077,3.03487,0,93.6439,6696,180.015,6696,0.592031,2998,0.592031,2998,0.997978,6696,0.997978,0.997978
733,3.70835,2754,1.68943,0,3.0352,2769,3.0352,0,93.7692,6696,180.014,6694,0.591916,0,0.591916,0,0.997837,6696,0.997837,0.997837
734,3.71064,1777,1.68977,0,3.03553,0,3.03553,0,93.9112,5982,180.018,5666,0.591797,0,0.591797,0,0.997671,5971,0.997671,0.997671
735,3.71299,1664,1.69012,0,3.03587,0,3.03587,0,94.1743,6107,180.019,5392,0.591675,0,0.591675,0,0.997347,6083,0.997347,0.997347
736,3.73954,6408,1.69404,6406,3.0487,6379,3.04831,0,92.828,6375,180.0,0,0.590305,6387,0.590305,6387,0.998781,6581,0.998781,0.998781
737,3.74149,6651,1.69433,6621,3.049,6408,3.04857,0,92.9263,6323,180.0,0,0.590205,6596,0.590205,6596,0.998695,6400,0.998695,0.998695
738,3.74356,6696,1.69463,6695,3.04931,6695,3.04883,0,93.0245,6194,180.0,0,0.590098,6695,0.590098,6695,0.998606,6206,0.998606,0.998606
739,3.74568,6696,1.69495,6696,3.04965,6696,3.04911,0,93.1225,5951,180.0,0,0.58999,6695,0.58999,6695,0.998515,5925,0.998515,0.998515
740,3.74773,6696,1.69525,6695,3.04997,6695,3.04939,0,93.2208,5774,180.0,0,0.589884,6693,0.589884,6693,0.99842,5732,0.99842,0.99842
741,3.74955,6591,1.69552,6589,3.05022,6643,3.04968,0,93.3192,6089,180.002,6696,0.589791,6586,0.589791,6586,0.998322,6063,0.998322,0.998322
742,3.75107,6385,1.69574,6373,3.05037,6448,3.04998,0,93.4243,6696,180.008,6696,0.589713,6371,0.589713,6371,0.998215,6696,0.998215,0.998215
743,3.75249,5340,1.69595,5327,3.05047,5384,3.05029,0,93.5322,6696,180.014,6696,0.58964,5297,0.58964,5297,0.9981,6696,0.9981,0.9981
744,3.75403,3827,1.69618,3800,3.05061,3021,3.05061,0,93.6686,6696,180.022,6696,0.589561,3827,0.589561,3827,0.997951,6696,0.997951,0.997951
745,3.75625,0,1.6965,0,3.05093,0,3.05093,0,93.7859,6696,180.016,6576,0.589447,0,0.589447,0,0.997818,6696,0.997818,0.997818
746,3.75856,0,1.69684,0,3.05127,0,3.05127,0,93.931,5888,180.02,5430,0.589329,0,0.589329,0,0.997647,5888,0.997647,0.997647
747,3.7633,6696,1.69754,6696,3.05161,0,3.05161,0,94.1955,6024,180.02,5353,0.589087,6696,0.589087,6696,0.99732,6027,0.99732,0.99732
748,3.78847,6338,1.70125,6330,3.06474,6301,3.0642,0,92.8268,0,180.0,0,0.587805,6320,0.587805,6320,0.998783,3095,0.998783,0.998783
749,3.79065,6456,1.70157,6436,3.0651,6333,3.06446,0,92.9241,0,180.0,0,0.587694,6433,0.587694,6433,0.998698,6311,0.998698,0.998698
750,3.79305,6639,1.70192,6641,3.06549,6517,3.06472,0,93.0214,3076,180.0,0,0.587572,6634,0.587572,6634,0.998609,6205,0.998609,0.998609
751,3.79552,6619,1.70228,6612,3.06592,6584,3.065,0,93.1187,3039,180.0,0,0.587447,6622,0.587447,6622,0.998517,6061,0.998517,0.998517
752,3.79795,6544,1.70264,6546,3.06633,6552,3.06528,0,93.216,3036,180.0,0,0.587324,6540,0.587324,6540,0.998422,5817,0.998422,0.998422
753,3.80025,6393,1.70298,6392,3.06667,6413,3.06557,0,93.3202,6696,180.002,6696,0.587207,6390,0.587207,6390,0.998321,6695,0.998321,0.998321
754,3.80233,6143,1.70328,6133,3.06693,6156,3.06587,0,93.4361,6696,180.011,6696,0.587102,6141,0.587102,6141,0.998202,6696,0.998202,0.998202
755,3.80404,5955,1.70353,5946,3.06705,5949,3.06618,0,93.555,6696,180.02,6696,0.587016,5945,0.587016,5945,0.998076,6696,0.998076,0.998076
756,3.80495,5726,1.70367,5726,3.06694,5508,3.0665,0,93.7036,6696,180.03,6695,0.58697,5701,0.58697,5701,0.997912,6696,0.997912,0.997912
757,3.80503,4241,1.70368,4198,3.06683,0,3.06683,0,93.8189,6618,180.031,6479,0.586966,4191,0.586966,4191,0.99778,6611,0.99778,0.99778
758,3.80725,1642,1.704,0,3.06717,0,3.06717,0,93.9802,5843,180.039,5583,0.586853,0,0.586853,0,0.997588,5844,0.997588,0.997588
759,3.80965,1648,1.70435,0,3.06751,0,3.06751,0,94.2097,5813,180.024,5120,0.586732,0,0.586732,0,0.997302,5800,0.997302,0.997302
760,3.83604,6208,1.70822,6210,3.08047,6183,3.08025,0,92.8268,0,180.0,0,0.585404,6193,0.585404,6193,0.998783,0,0.998783,0.998783
761,3.83826,6236,1.70855,6222,3.08086,6221,3.08051,0,92.9241,0,180.0,0,0.585293,6220,0.585293,6220,0.998698,0,0.998698,0.998698
762,3.84079,6423,1.70892,6417,3.08132,6333,3.08078,0,93.0214,0,180.0,0,0.585166,6418,0.585166,6418,0.99861,0,0.99861,0.99861
763,3.84364,6447,1.70933,6438,3.08185,6404,3.08105,0,93.1187,0,180.0,0,0.585024,6439,0.585024,6439,0.998519,0,0.998519,0.998519
764,3.84664,6346,1.70977,6340,3.08242,6338,3.08134,0,93.216,0,180.0,0,0.584873,6336,0.584873,6336,0.998425,0,0.998425,0.998425
765,3.8497,6221,1.71022,6217,3.08298,6225,3.08163,0,93.3132,0,180.0,2803,0.58472,6219,0.58472,6219,0.998329,0,0.998329,0.998329
766,3.85289,6085,1.71069,6076,3.08354,6087,3.08193,0,93.4104,2681,180.006,6694,0.584561,6082,0.584561,6082,0.998229,0,0.998229,0.998229
767,3.85644,5970,1.7112,5967,3.08409,5967,3.08225,0,93.5271,6696,180.007,6644,0.584384,5968,0.584384,5968,0.998106,6696,0.998106,0.998106
768,3.85984,5845,1.7117,5843,3.08448,5804,3.08257,0,93.6694,6667,180.01,6550,0.584214,5837,0.584214,5837,0.99795,6661,0.99795,0.99795
769,3.86296,5797,1.71216,5787,3.08453,5675,3.0829,0,93.7988,6439,180.01,6354,0.584059,5787,0.584059,5787,0.997803,6427,0.997803,0.997803
770,3.87437,6696,1.71382,6696,3.08598,6696,3.08323,0,94.0207,5787,180.041,5577,0.583491,6696,0.583491,6696,0.997539,5781,0.997539,0.997539
771,3.88474,6696,1.71533,6696,3.08735,6696,3.08358,0,94.3731,5868,180.122,6024,0.582977,6696,0.582977,6696,0.997089,5862,0.997089,0.997089
772,0.569547,6696,1.13348,6696,1.28496,6696,1.07425,0,114.557,6696,180.334,6696,0.88224,6696,0.88224,6696,0.909549,6696,0.909549,0.909549
773,0.566713,6696,1.13285,6696,1.31129,6696,1.05163,0,113.812,6696,180.352,6696,0.882727,6696,0.882727,6696,0.914874,6696,0.914874,0.914874
774,0.564556,6696,1.13238,6696,1.33463,6696,1.02992,0,113.093,6696,180.344,6696,0.883098,6696,0.883098,6696,0.919871,6696,0.919871,0.919871
775,0.566099,6696,1.13272,6696,1.35439,6696,1.00908,0,112.528,6696,180.325,6651,0.882832,6696,0.882832,6696,0.923691,6696,0.923691,0.923691
776,0.597756,6696,1.13968,6696,1.36264,6696,1.01108,0,113.109,6696,180.286,6659,0.877437,6696,0.877437,6696,0.919757,6696,0.919757,0.919757
777,0.783042,6696,1.17963,6696,1.31357,6481,1.03116,0,118.693,6696,180.31,5872,0.847725,6696,0.847725,6696,0.877204,6696,0.877204,0.877204
778,1.98891,6696,1.41225,6696,1.22603,5675,1.05125,0,134.813,6696,180.436,6696,0.708089,6696,0.708089,6696,0.709409,6696,0.709409,0.709409
779,11.7211,6696,2.61926,6696,1.4605,6696,1.07135,0,155.47,6696,180.979,6696,0.381787,6696,0.381787,6696,0.415163,6696,0.415163,0.415163
780,78.9613,6696,6.36244,6696,2.18168,6696,1.09146,0,167.438,6696,181.578,6526,0.157172,6696,0.157172,6696,0.217498,6696,0.217498,0.217498
781,264.309,6696,11.5393,6696,2.44291,6696,1.11159,0,172.354,6696,181.911,6146,0.0866607,6696,0.0866607,6696,0.13306,6696,0.13306,0.13306
782,79.5961,6696,6.38734,6696,1.60169,6696,1.13172,0,169.779,6696,181.491,6141,0.15656,6696,0.15656,6696,0.177453,6696,0.177453,0.177453
783,10.6976,6696,2.51968,6696,1.57015,5773,1.15186,0,154.832,6696,180.591,6696,0.396876,6696,0.396876,6696,0.42527,6696,0.42527,0.42527
784,0.592686,6696,1.13857,6696,1.21816,6696,1.11924,0,116.583,6696,180.347,5724,0.878294,6696,0.878294,6696,0.894288,6696,0.894288,0.894288
785,0.593692,6696,1.13879,6696,1.24776,6696,1.09463,0,116.011,6696,180.354,6696,0.878124,6696,0.878124,6696,0.898709,6696,0.898709,0.898709
786,0.590399,6696,1.13807,6696,1.27802,6696,1.07106,0,115.275,6696,180.393,6696,0.878682,6696,0.878682,6696,0.904267,6696,0.904267,0.904267
787,0.583456,6696,1.13654,6696,1.3065,6696,1.04846,0,114.401,6696,180.405,6696,0.879862,6696,0.879862,6696,0.910676,6696,0.910676,0.910676
788,0.575683,6696,1.13483,6696,1.33091,6696,1.02678,0,113.533,6696,180.4,6655,0.881188,6696,0.881188,6696,0.916827,6696,0.916827,0.916827
789,0.570066,6696,1.13359,6696,1.35012,6696,1.00597,0,112.804,6696,180.368,6662,0.882151,6696,0.882151,6696,0.921836,6696,0.921836,0.921836
790,0.593877,6696,1.13883,6696,1.35561,6696,1.01424,0,113.26,6696,180.333,6607,0.878093,6696,0.878093,6696,0.918724,6696,0.918724,0.918724
791,0.755486,6696,1.17377,6696,1.30596,6466,1.03442,0,118.251,6696,180.303,6672,0.851953,6696,0.851953,6696,0.88088,6696,0.88088,0.88088
792,1.8926,6696,1.3951,6696,1.22323,5550,1.05461,0,134.113,6696,180.407,6696,0.716796,6696,0.716796,6696,0.717971,6696,0.717971,0.717971
793,12.1778,6696,2.66249,6696,1.51809,6696,1.07481,0,155.538,6696,180.841,6696,0.375588,6696,0.375588,6696,0.414086,6696,0.414086,0.414086
794,91.1518,6696,6.82466,6696,2.306,6696,1.09503,0,167.775,6696,181.509,6453,0.146528,6696,0.146528,6696,0.211751,6696,0.211751,0.211751
795,325.939,6696,12.805,6696,2.5976,6696,1.11525,0,172.769,6696,181.91,6079,0.0780942,6696,0.0780942,6696,0.125875,6696,0.125875,0.125875
796,89.8464,6696,6.77667,6696,1.6542,6696,1.13549,0,170.203,6696,181.443,6032,0.147565,6696,0.147565,6696,0.170161,6696,0.170161,0.170161
797,11.1449,6696,2.56368,6696,1.55834,5743,1.15573,0,155.437,6696,180.709,6696,0.390064,6696,0.390064,6696,0.415695,6696,0.415695,0.415695
798,0.613888,6696,1.14322,6696,1.17866,6696,1.14159,0,117.74,6696,180.36,5610,0.874725,6696,0.874725,6696,0.885066,6696,0.885066,0.885066
799,0.61974,6696,1.1445,6696,1.20719,6696,1.1159,0,117.376,6696,180.345,5613,0.873747,6696,0.873747,6696,0.888008,6696,0.888008,0.888008
800,0.621633,6696,1.14491,6696,1.23882,6696,1.09132,0,116.842,6696,180.385,6606,0.873432,6696,0.873432,6696,0.892253,6696,0.892253,0.892253
801,0.61836,6696,1.14419,6696,1.27172,6696,1.06778,0,116.067,6696,180.398,6596,0.873978,6696,0.873978,6696,0.898279,6696,0.898279,0.898279
802,0.609306,6696,1.14221,6696,1.30305,6696,1.04521,0,115.112,6696,180.424,6342,0.875493,6696,0.875493,6696,0.905481,6696,0.905481,0.905481
803,0.596814,6696,1.13948,6696,1.32932,6696,1.02356,0,114.107,6696,180.407,6437,0.877596,6696,0.877596,6696,0.912786,6696,0.912786,0.912786
804,0.585585,6696,1.13701,6696,1.34833,6696,1.00277,0,113.25,6696,180.399,6319,0.8795,6696,0.8795,6696,0.918789,6696,0.918789,0.918789
805,0.606883,6696,1.14168,6696,1.35221,6696,1.01751,0,113.676,6696,180.332,6313,0.875899,6696,0.875899,6696,0.915831,6696,0.915831,0.915831
806,0.752412,6696,1.17312,6696,1.30124,6508,1.03779,0,118.192,6696,180.342,5767,0.852429,6696,0.852429,6696,0.881366,6696,0.881366,0.881366
807,1.8563,6696,1.38858,6696,1.2215,5532,1.05808,0,133.827,6696,180.388,5754,0.720161,6696,0.720161,6696,0.721438,6696,0.721438,0.721438
808,12.9916,6696,2.73784,6696,1.55556,6696,1.07839,0,155.995,6696,180.793,6696,0.365251,6696,0.365251,6696,0.406822,6696,0.406822,0.406822
809,111.225,6696,7.52413,6696,2.40358,6696,1.09871,0,168.502,6696,181.468,6363,0.132906,6696,0.132906,6696,0.199338,6696,0.199338,0.199338
810,410.795,6696,14.3665,6696,2.71542,6696,1.11904,0,173.351,6696,181.868,6029,0.0696062,6696,0.0696062,6696,0.115794,6696,0.115794,0.115794
811,105.922,6696,7.34583,6696,1.69706,6696,1.13939,0,170.868,6696,181.426,6696,0.136132,6696,0.136132,6696,0.158709,6696,0.158709,0.158709
812,11.5673,6696,2.60454,6696,1.54253,5691,1.15974,0,155.894,6696,180.9,6696,0.383945,6696,0.383945,6696,0.408432,6696,0.408432,0.408432
813,0.649479,6696,1.15097,6696,1.16685,6696,1.13813,0,118.612,6696,180.362,4640,0.86883,6696,0.86883,6696,0.877879,6696,0.877879,0.877879
814,0.658492,6696,1.15293,6696,1.19627,6696,1.11248,0,118.359,6696,180.379,5678,0.867356,6696,0.867356,6696,0.87999,6696,0.87999,0.87999
815,0.665284,6696,1.1544,6696,1.22937,6696,1.08793,0,117.899,6696,180.37,6335,0.86625,6696,0.86625,6696,0.883776,6696,0.883776,0.883776
816,0.663783,6696,1.15408,6696,1.26491,6696,1.06442,0,117.17,6696,180.426,6306,0.866494,6696,0.866494,6696,0.889659,6696,0.889659,0.889659
817,0.651912,6696,1.1515,6696,1.29889,6696,1.04188,0,116.141,6696,180.426,6295,0.868431,6696,0.868431,6696,0.897713,6696,0.897713,0.897713
818,0.634737,6696,1.14777,6696,1.32654,6696,1.02025,0,115.026,6696,180.441,6222,0.871257,6696,0.871257,6696,0.906114,6696,0.906114,0.906114
819,0.618118,6696,1.14414,6696,1.34526,6696,1.00051,0,114.094,6696,180.378,6208,0.874018,6696,0.874018,6696,0.912875,6696,0.912875,0.912875
820,0.646723,6696,1.15037,6696,1.34749,6696,1.02088,0,114.678,6696,180.383,5682,0.869282,6696,0.869282,6696,0.908667,6696,0.908667,0.908667
821,0.803359,6696,1.18393,6696,1.30251,6696,1.04127,0,119.107,6696,180.332,5666,0.844648,6696,0.844648,6696,0.873709,6696,0.873709,0.873709
822,2.0188,6696,1.41753,6696,1.22056,5528,1.06167,0,135.026,6696,180.527,6696,0.705451,6696,0.705451,6696,0.706791,6696,0.706791,0.706791
823,14.9708,6696,2.91297,6696,1.55695,6696,1.08209,0,157.461,6696,181.091,6696,0.343292,6696,0.343292,6696,0.383317,6696,0.383317,0.383317
824,145.187,6696,8.57868,6696,2.44668,6696,1.10252,0,169.723,6696,181.438,6292,0.116568,6696,0.116568,6696,0.178411,6696,0.178411,0.178411
825,551.105,6696,16.6299,6696,2.76527,6696,1.12296,0,174.237,6696,181.777,5937,0.0601328,6696,0.0601328,6696,0.100409,6696,0.100409,0.100409
826,128.668,6696,8.08295,6696,1.71435,6696,1.14341,0,171.714,6696,181.675,6696,0.123717,6696,0.123717,6696,0.144113,6696,0.144113,0.144113
827,11.8783,6696,2.63423,6696,1.52834,5643,1.16387,0,156.033,6696,181.202,6696,0.379618,6696,0.379618,6696,0.40621,6696,0.40621,0.40621
828,0.686249,6696,1.15893,6696,1.15348,6696,1.13459,0,119.523,6696,180.391,5613,0.862863,6696,0.862863,6696,0.870158,6696,0.870158,0.870158
829,0.70163,6696,1.16225,6696,1.18237,6696,1.10897,0,119.372,6696,180.365,5679,0.860403,6696,0.860403,6696,0.871457,6696,0.871457,0.871457
830,0.710367,6696,1.16412,6696,1.21608,6696,1.08445,0,119.011,6696,180.416,5749,0.859015,6696,0.859015,6696,0.874526,6696,0.874526,0.874526
831,0.708404,6696,1.1637,6696,1.25276,6696,1.06097,0,118.28,6696,180.408,5703,0.859327,6696,0.859327,6696,0.880643,6696,0.880643,0.880643
832,0.69101,6696,1.15996,6696,1.28861,6696,1.03846,0,117.163,6696,180.466,5761,0.862099,6696,0.862099,6696,0.889715,6696,0.889715,0.889715
833,0.66046,6696,1.15336,6696,1.31665,6696,1.01687,0,115.83,6696,180.437,5678,0.867035,6696,0.867035,6696,0.90009,6696,0.90009,0.90009
834,0.632776,6696,1.14734,6696,1.33208,6696,1.00388,0,114.707,6696,180.445,5663,0.871581,6696,0.871581,6696,0.9083,6696,0.9083,0.9083
835,0.674011,6696,1.15629,6696,1.33068,6615,1.02436,0,115.641,6696,180.37,5629,0.864835,6696,0.864835,6696,0.900785,6696,0.900785,0.900785
836,0.876285,6696,1.19923,6696,1.29777,6429,1.04486,0,120.44,6696,180.411,5630,0.833871,6696,0.833871,6696,0.861992,6696,0.861992,0.861992
837,2.37024,6696,1.47822,6696,1.22082,5528,1.06537,0,137.38,6696,180.566,6696,0.676491,6696,0.676491,6696,0.677138,6696,0.677138,0.677138
838,18.5452,6696,3.20509,6696,1.54456,6696,1.0859,0,159.536,6696,181.393,6696,0.312004,6696,0.312004,6696,0.349614,6696,0.349614,0.349614
839,202.296,6696,10.1068,6696,2.44927,6696,1.10644,0,171.232,6696,181.511,6696,0.098943,6696,0.098943,6696,0.152428,6696,0.152428,0.152428
840,825.794,6696,20.3445,6696,2.75051,6696,1.127,0,175.386,6696,181.64,5844,0.0491534,6696,0.0491534,6696,0.0804368,6696,0.0804368,0.0804368
841,156.32,6696,8.8972,6696,1.70575,6696,1.14756,0,172.599,6696,182.032,6696,0.112395,6696,0.112395,6696,0.128812,6696,0.128812,0.128812
842,11.546,6696,2.6025,6696,1.50538,5578,1.16814,0,155.56,6696,181.382,6696,0.384246,6696,0.384246,6696,0.413747,6696,0.413747,0.413747
843,0.72565,6696,1.1674,6696,1.13838,6696,1.13097,0,120.408,6696,180.383,4636,0.856604,6696,0.856604,6696,0.862441,6696,0.862441,0.862441
844,0.740455,6696,1.17057,6696,1.16611,6696,1.10538,0,120.34,6696,180.42,5675,0.854287,6696,0.854287,6696,0.86304,6696,0.86304,0.86304
845,0.751962,6696,1.17302,6696,1.19867,6696,1.0809,0,120.032,6696,180.39,5635,0.852499,6696,0.852499,6696,0.86575,6696,0.86575,0.86575
846,0.746652,6696,1.17189,6696,1.23603,6696,1.05745,0,119.319,6696,180.462,5651,0.853322,6696,0.853322,6696,0.87191,6696,0.87191,0.87191
847,0.714789,6696,1.16507,6696,1.27305,6696,1.03497,0,117.984,6696,180.446,5646,0.858316,6696,0.858316,6696,0.883078,6696,0.883078,0.883078
848,0.665644,6696,1.15448,6696,1.30233,6579,1.01341,0,116.287,6696,180.491,5641,0.866192,6696,0.866192,6696,0.896585,6696,0.896585,0.896585
849,0.615566,6696,1.14358,6696,1.3179,6501,1.00735,0,114.856,6696,180.412,5599,0.874444,6696,0.874444,6696,0.907334,6696,0.907334,0.907334
850,0.660315,6696,1.15332,6696,1.31313,6435,1.02795,0,116.019,6696,180.455,5594,0.867059,6696,0.867059,6696,0.897165,6696,0.897165,0.897165
851,0.917277,6696,1.20774,6696,1.28941,6321,1.04856,0,121.62,6696,180.382,5564,0.827992,6696,0.827992,6696,0.850993,6696,0.850993,0.850993
852,2.7994,6696,1.5491,6696,1.22447,5538,1.06919,0,139.794,6696,180.531,6696,0.645538,6696,0.645538,6696,0.645538,6696,0.645538,0.645538
853,23.1127,6696,3.54349,6696,1.57006,6696,1.08983,0,161.287,6696,181.537,6696,0.282208,6696,0.282208,6696,0.320825,6696,0.320825,0.320825
854,275.332,6696,11.7756,6696,2.50524,6696,1.11049,0,172.36,6696,181.542,6556,0.0849211,6696,0.0849211,6696,0.132943,6696,0.132943,0.132943
855,1435.09,6696,26.8057,6696,2.78336,6696,1.13116,0,176.536,6696,181.842,6696,0.0373055,6696,0.0373055,6696,0.0604279,6696,0.0604279,0.0604279
856,168.811,6696,9.24152,6696,1.70947,6696,1.15184,0,172.911,6696,182.322,6696,0.108207,6696,0.108207,6696,0.123411,6696,0.123411,0.123411
857,10.6277,6696,2.51274,6696,1.48443,5533,1.17254,0,154.618,6696,181.385,6681,0.397972,6696,0.397972,6696,0.428645,6696,0.428645,0.428645
858,0.759227,6696,1.17457,6696,1.12727,157,1.12727,0,121.17,6696,180.422,5617,0.851376,6696,0.851376,6696,0.855632,6696,0.855632,0.855632
859,0.778041,6696,1.17857,6696,1.14746,6696,1.10172,0,121.186,6696,180.38,5089,0.848488,6696,0.848488,6696,0.855488,6696,0.855488,0.855488
860,0.787582,6696,1.18059,6696,1.17882,6696,1.07726,0,120.957,6696,180.435,5563,0.847035,6696,0.847035,6696,0.857553,6696,0.857553,0.857553
861,0.77918,6696,1.17881,6696,1.21586,6496,1.05385,0,120.208,6696,180.388,5543,0.848314,6696,0.848314,6696,0.864203,6696,0.864203,0.864203
862,0.739542,6696,1.17037,6696,1.25808,6472,1.0314,0,118.769,6696,180.472,5541,0.854429,6696,0.854429,6696,0.876565,6696,0.876565,0.876565
863,0.660743,6696,1.15342,6696,1.29327,6435,1.00987,0,116.6,6696,180.426,5532,0.866989,6696,0.866989,6696,0.894156,6696,0.894156,0.894156
864,0.590765,6696,1.13815,6696,1.30935,6402,1.01092,0,114.711,6696,180.446,5522,0.87862,6696,0.87862,6696,0.907918,6696,0.907918,0.907918
865,0.642445,6696,1.14944,6696,1.30147,6360,1.03163,0,116.41,6696,180.357,5459,0.869985,6696,0.869985,6696,0.895638,6696,0.895638,0.895638
866,0.922773,6696,1.20888,6696,1.28923,6051,1.05236,0,122.402,6696,180.503,5572,0.827213,6696,0.827213,6696,0.84431,6696,0.84431,0.84431
867,3.26856,6696,1.62305,6696,1.23228,5551,1.07311,0,141.885,6696,180.583,6696,0.616125,6696,0.616125,6696,0.617248,6696,0.617248,0.617248
868,27.4456,6696,3.83703,6696,1.64541,6696,1.09387,0,162.331,6696,181.577,6696,0.260618,6696,0.260618,6696,0.303524,6696,0.303524,0.303524
869,338.916,6696,13.056,6696,2.68782,6696,1.11465,0,172.96,6696,181.541,6488,0.0765933,6696,0.0765933,6696,0.122554,6696,0.122554,0.122554
870,1809.65,6696,30.0969,6696,3.05548,6696,1.13544,0,176.784,6696,182.028,6696,0.033226,6696,0.033226,6696,0.0561043,6696,0.0561043,0.0561043
871,154.637,6696,8.84979,6696,1.86615,6696,1.15625,0,172.06,6696,182.406,6696,0.112997,6696,0.112997,6696,0.138135,6696,0.138135,0.138135
872,9.31832,6696,2.3789,6696,1.44986,5355,1.17707,0,153.969,6696,181.212,6194,0.420363,6696,0.420363,6696,0.438852,6696,0.438852,0.438852
873,0.787326,6696,1.18053,6696,1.1235,3857,1.1235,0,121.785,6696,180.407,5083,0.847074,6696,0.847074,6696,0.850032,6696,0.850032,0.850032
874,0.799081,6696,1.18302,6696,1.1272,6696,1.09798,0,121.798,6696,180.442,5502,0.845293,6696,0.845293,6696,0.849907,6696,0.849907,0.849907
875,0.809144,6696,1.18515,6696,1.15677,6451,1.07356,0,121.578,6696,180.381,5077,0.843778,6696,0.843778,6696,0.851931,6696,0.851931,0.851931
876,0.795707,6696,1.18231,6696,1.19484,6432,1.05017,0,120.877,6696,180.433,5370,0.845803,6696,0.845803,6696,0.858272,6696,0.858272,0.858272
877,0.739057,6696,1.17027,6696,1.23836,6404,1.02776,0,119.178,6696,180.376,5110,0.854505,6696,0.854505,6696,0.873109,6696,0.873109,0.873109
878,0.65093,6696,1.15129,6696,1.27825,6382,1.00626,0,116.656,6696,180.43,5358,0.868592,6696,0.868592,6696,0.892962,6696,0.892962,0.892962
879,0.55741,6696,1.1308,6696,1.29727,6341,1.01459,0,114.388,6696,180.32,4666,0.884331,6696,0.884331,6696,0.9106,6696,0.9106,0.9106
880,0.649176,6696,1.15091,6696,1.28748,6082,1.03542,0,116.853,6696,180.312,4675,0.86888,6696,0.86888,6696,0.890633,6696,0.890633,0.890633
881,1.00254,6696,1.22526,6696,1.29187,6021,1.05627,0,124.114,6696,180.339,6696,0.816152,6696,0.816152,6696,0.827922,6696,0.827922,0.827922
882,3.94048,6696,1.72344,6696,1.247,5567,1.07714,0,144.307,6696,180.872,6696,0.580235,6696,0.580235,6696,0.583436,6696,0.583436,0.583436
