zoneID,Oddy,OddyCycle,CN,CNcycle,AR,ARcycle,Taper,Tcycle,LargeAngle,LAngCycle,TotAng,TotAngCycle,Shape,ShapeCycle,ShSi,ShSiCy,Sr,SrCy,SrSi,SrSiCy
1066,21.0611,6696,3.39567,6696,2.86095,4840,2.77775,0,162.715,6696,181.619,6415,0.294493,6696,0.294493,6696,0.29713,6696,0.29713,0.29713
1067,50.5987,6696,5.12829,6696,2.83421,4693,2.79976,0,167.421,6696,180.809,5686,0.194997,6696,0.194997,6696,0.205145,6696,0.205145,0.205145
1068,47.0274,6696,4.95113,6696,2.82425,4692,2.82395,0,167.426,6696,180.654,6696,0.201974,6696,0.201974,6696,0.217695,6696,0.217695,0.217695
1069,37.8529,6696,4.4639,6696,2.85029,0,2.85029,0,166.045,6696,180.904,6696,0.224019,6696,0.224019,6696,0.241164,6696,0.241164,0.241164
1070,29.5024,6696,3.96878,6696,2.87873,0,2.87873,0,164.22,6696,180.61,6696,0.251967,6696,0.251967,6696,0.27195,6696,0.27195,0.27195
1071,21.9059,6696,3.4573,6696,2.9092,0,2.9092,0,162.673,6696,180.783,2654,0.289243,6696,0.289243,6696,0.293762,6696,0.293762,0.293762
1072,95.3283,6696,6.97597,6696,2.73807,4202,2.73104,0,170.562,6696,184.719,5966,0.143349,6696,0.143349,6696,0.163974,6696,0.163974,0.163974
1073,97.703,6696,7.06056,6696,2.74294,4246,2.73555,0,170.982,6696,184.805,6062,0.141632,6696,0.141632,6696,0.15675,6696,0.15675,0.15675
1074,97.2734,6696,7.04533,6696,2.74982,4291,2.74231,0,171.093,6696,184.759,6163,0.141938,6696,0.141938,6696,0.154833,6696,0.154833,0.154833
1075,95.5756,6696,6.98483,6696,2.75925,4341,2.75134,0,171.106,6696,184.67,6277,0.143167,6696,0.143167,6696,0.154604,6696,0.154604,0.154604
1076,94.0321,6696,6.92936,6696,2.77122,4399,2.76264,0,171.236,6696,184.806,6357,0.144313,6696,0.144313,6696,0.152373,6696,0.152373,0.152373
1077,93.4221,6696,6.90732,6696,2.78974,4657,2.77621,0,171.405,6696,184.771,6696,0.144774,6696,0.144774,6696,0.149441,6696,0.149441,0.149441
1078,95.1763,6696,6.97052,6696,2.82595,4719,2.79206,0,171.692,6696,184.701,6444,0.143461,6696,0.143461,6696,0.144495,6696,0.144495,0.144495
1079,89.4202,6696,6.76092,6696,2.86701,4773,2.81018,0,171.448,6696,184.225,6690,0.147909,6696,0.147909,6696,0.148708,6696,0.148708,0.148708
1080,75.8911,6696,6.24064,6696,2.91177,4816,2.83058,0,170.732,6696,183.776,6696,0.16024,6696,0.16024,6696,0.16106,6696,0.16106,0.16106
1081,302.035,6696,12.3295,6696,2.88525,4668,2.85325,0,174.058,6696,184.011,6153,0.0811061,6696,0.0811061,6696,0.103529,6696,0.103529,0.103529
1082,92.1027,6696,6.8594,6696,2.88161,4667,2.87817,0,170.097,6696,182.046,6696,0.145785,6696,0.145785,6696,0.171978,6696,0.171978,0.171978
1083,50.2623,6696,5.11187,6696,2.9053,0,2.9053,0,167.568,6696,181.466,6696,0.195623,6696,0.195623,6696,0.215287,6696,0.215287,0.215287
1084,32.1291,6696,4.13093,6696,2.93461,0,2.93461,0,165.506,6696,180.518,4650,0.242076,6696,0.242076,6696,0.250285,6696,0.250285,0.250285
1085,24.6828,6696,3.65258,6696,2.96602,0,2.96602,0,163.771,6696,181.082,2620,0.273779,6696,0.273779,6696,0.279481,6696,0.279481,0.279481
1086,147.436,6696,8.64397,6696,2.7896,4226,2.78102,0,172.45,6696,185.347,5652,0.115688,6696,0.115688,6696,0.131399,6696,0.131399,0.131399
1087,153.298,6696,8.81186,6696,2.79429,4270,2.78566,0,172.756,6696,185.347,5762,0.113483,6696,0.113483,6696,0.126087,6696,0.126087,0.126087
1088,149.379,6696,8.69997,6696,2.80147,4316,2.79262,0,172.734,6696,185.411,5810,0.114943,6696,0.114943,6696,0.126484,6696,0.126484,0.126484
1089,157.836,6696,8.93968,6696,2.81112,4369,2.80191,0,173.064,6696,185.39,5946,0.111861,6696,0.111861,6696,0.120755,6696,0.120755,0.120755
1090,152.243,6696,8.78187,6696,2.82399,4434,2.81353,0,173.077,6696,185.384,6065,0.113871,6696,0.113871,6696,0.120527,6696,0.120527,0.120527
1091,173.079,6696,9.35627,6696,2.84254,4582,2.82749,0,173.698,6696,185.388,6157,0.10688,6696,0.10688,6696,0.109774,6696,0.109774,0.109774
1092,169.668,6696,9.26467,6696,2.87135,4641,2.8438,0,173.663,6696,185.159,6240,0.107937,6696,0.107937,6696,0.110374,6696,0.110374,0.110374
1093,193.394,6696,9.88419,6696,2.90413,4673,2.86245,0,174.097,6696,184.767,6357,0.101172,6696,0.101172,6696,0.10285,6696,0.10285,0.10285
1094,161.395,6696,9.03867,6696,2.94007,4699,2.88344,0,173.51,6696,184.124,6600,0.110636,6696,0.110636,6696,0.113027,6696,0.113027,0.113027
1095,591.879,6696,17.2319,6696,2.97401,4704,2.90677,0,175.672,6696,186.386,6696,0.0580318,6696,0.0580318,6696,0.0754605,6696,0.0754605,0.0754605
1096,49.6467,6696,5.08167,6696,2.95911,4622,2.93241,0,166.503,6696,180.156,3,0.196786,6696,0.196786,6696,0.214839,6696,0.214839,0.214839
1097,47.8406,6696,4.99203,6696,3.00402,4734,2.96035,0,167.75,6696,180.807,6696,0.200319,6696,0.200319,6696,0.21218,6696,0.21218,0.21218
1098,30.2549,6696,4.0159,6696,2.99053,0,2.99053,0,165.581,6696,180.449,4717,0.24901,6696,0.24901,6696,0.249014,6696,0.249014,0.249014
1099,28.1255,6696,3.88108,6696,3.02288,0,3.02288,0,164.194,6696,180.789,6696,0.25766,6696,0.25766,6696,0.272386,6696,0.272386,0.272386
1100,275.973,6696,11.7893,6696,2.84117,4252,2.83101,0,174.42,6696,186.002,6696,0.084823,6696,0.084823,6696,0.097228,6696,0.097228,0.097228
1101,282.229,6696,11.9212,6696,2.84683,4306,2.83578,0,174.599,6696,185.789,6696,0.0838844,6696,0.0838844,6696,0.0941214,6696,0.0941214,0.0941214
1102,253.054,6696,11.2928,6696,2.85473,4359,2.84293,0,174.386,6696,185.435,6696,0.088552,6696,0.088552,6696,0.0978223,6696,0.0978223,0.0978223
1103,268.053,6696,11.6201,6696,2.8659,4413,2.85248,0,174.723,6696,185.303,5777,0.0860578,6696,0.0860578,6696,0.0919722,6696,0.0919722,0.0919722
1104,246.051,6696,11.1367,6696,2.8803,4467,2.86443,0,174.573,6696,185.035,5899,0.0897935,6696,0.0897935,6696,0.0945852,6696,0.0945852,0.0945852
1105,310.955,6696,12.5091,6696,2.89881,4520,2.87878,0,175.203,6696,184.803,6029,0.0799419,6696,0.0799419,6696,0.0836214,6696,0.0836214,0.0836214
1106,385.655,6696,13.9222,6696,2.92157,4563,2.89555,0,175.627,6696,184.76,6147,0.0718278,6696,0.0718278,6696,0.076243,6696,0.076243,0.076243
1107,579.056,6696,17.0449,6696,2.94867,4597,2.91473,0,176.413,6696,184.729,6294,0.0586686,6696,0.0586686,6696,0.062572,6696,0.062572,0.062572
1108,897.156,6696,21.2033,6696,2.9797,4624,2.93632,0,177.14,6696,184.6,6533,0.0471626,6696,0.0471626,6696,0.0498893,6696,0.0498893,0.0498893
1109,727.424,6696,19.0974,6696,3.01531,4649,2.96031,0,176.768,6696,184.151,6616,0.0523631,6696,0.0523631,6696,0.056386,6696,0.056386,0.056386
1110,7875.59,6696,62.7598,6696,3.06793,4665,2.98669,0,178.298,6696,186.47,6696,0.0159338,6696,0.0159338,6696,0.0296997,6696,0.0296997,0.0296997
1111,100.644,6696,7.16393,6696,3.24535,4826,3.01543,0,171.89,6696,183.094,6564,0.139588,6696,0.139588,6696,0.141067,6696,0.141067,0.141067
1112,26.8782,6696,3.79988,6696,3.04649,0,3.04649,0,163.377,6696,180.343,4939,0.263166,6696,0.263166,6696,0.267678,6696,0.267678,0.267678
1113,33.0498,6696,4.18628,6696,3.07979,0,3.07979,0,165.257,6696,181.361,6696,0.238876,6696,0.238876,6696,0.254481,6696,0.254481,0.254481
1114,804.627,6696,20.0827,6696,2.89969,4331,2.881,0,176.661,6696,186.473,6696,0.0497942,6696,0.0497942,6696,0.0582386,6696,0.0582386,0.0582386
1115,1151.87,6696,24.0195,6696,2.9091,4387,2.8859,0,177.238,6696,186.168,6696,0.0416329,6696,0.0416329,6696,0.0481912,6696,0.0481912,0.0481912
1116,1486.96,6696,27.2851,6696,2.92145,4433,2.89325,0,177.573,6696,185.825,6696,0.03665,6696,0.03665,6696,0.0423499,6696,0.0423499,0.0423499
1117,2802.03,6696,37.4435,6696,2.93598,4473,2.90306,0,178.26,6696,185.701,6696,0.0267069,6696,0.0267069,6696,0.0303656,6696,0.0303656,0.0303656
1118,2576.55,6696,35.9065,6696,2.95379,4509,2.91533,0,178.168,6696,185.513,5729,0.0278501,6696,0.0278501,6696,0.0319699,6696,0.0319699,0.0319699
1119,1984.77,6696,31.518,6696,2.97466,4541,2.93008,0,177.924,6696,185.775,5817,0.0317279,6696,0.0317279,6696,0.036224,6696,0.036224,0.036224
1120,1359.9,6696,26.095,6696,2.99922,4571,2.94731,0,177.518,6696,185.974,5948,0.0383215,6696,0.0383215,6696,0.0433021,6696,0.0433021,0.0433021
1121,1052.54,6696,22.9623,6696,3.02734,4597,2.96702,0,177.269,6696,186.047,6093,0.0435496,6696,0.0435496,6696,0.0476502,6696,0.0476502,0.0476502
1122,1017.46,6696,22.5772,6696,3.05944,4622,2.98921,0,177.338,6696,186.073,6226,0.0442925,6696,0.0442925,6696,0.0464357,6696,0.0464357,0.0464357
1123,475.442,6696,15.4506,6696,3.09553,4646,3.01388,0,176.138,6696,185.599,6674,0.0647224,6696,0.0647224,6696,0.0673571,6696,0.0673571,0.0673571
1124,443.626,6696,14.9269,6696,3.13564,4667,3.041,0,176.12,6696,185.621,6696,0.0669931,6696,0.0669931,6696,0.067672,6696,0.067672,0.067672
1125,318.852,6696,12.6659,6696,3.17905,4687,3.07055,0,175.471,6696,184.752,6696,0.0789519,6696,0.0789519,6696,0.0789583,6696,0.0789583,0.0789583
1126,185.724,6696,9.68823,6696,3.30316,4721,3.10249,0,173.662,6696,182.8,6532,0.103218,6696,0.103218,6696,0.110392,6696,0.110392,0.110392
1127,45.1498,6696,4.8554,6696,3.6317,5115,3.13675,0,167.355,6696,183.345,6647,0.205956,6696,0.205956,6696,0.218913,6696,0.218913,0.218913
1128,16.7702,6696,3.06351,6696,3.03168,4487,2.93099,0,160.908,6696,184.873,6696,0.326423,6696,0.326423,6696,0.327094,6696,0.327094,0.327094
1129,18.1491,6696,3.17404,6696,3.05733,4526,2.93602,0,161.442,6696,184.625,6696,0.315056,6696,0.315056,6696,0.318266,6696,0.318266,0.318266
1130,18.1446,6696,3.17369,6696,3.08133,4562,2.94356,0,161.19,6696,183.919,6696,0.315091,6696,0.315091,6696,0.322435,6696,0.322435,0.322435
1131,18.635,6696,3.21209,6696,3.10595,4595,2.95364,0,160.775,6696,183.26,6696,0.311324,6696,0.311324,6696,0.329274,6696,0.329274,0.329274
1132,19.849,6696,3.30522,6696,3.13215,4628,2.96624,0,160.627,6696,182.816,6696,0.302552,6696,0.302552,6696,0.331714,6696,0.331714,0.331714
1133,20.9423,6696,3.38691,6696,3.16187,4665,2.98139,0,160.243,6696,182.343,6696,0.295255,6696,0.295255,6696,0.338025,6696,0.338025,0.338025
1134,22.5748,6696,3.50534,6696,3.20924,4825,2.99908,0,159.975,6696,181.973,6696,0.285279,6696,0.285279,6696,0.342438,6696,0.342438,0.342438
1135,24.7131,6696,3.65466,6696,3.26427,4876,3.01933,0,159.875,6696,181.931,6029,0.273623,6696,0.273623,6696,0.344066,6696,0.344066,0.344066
1136,28.3766,6696,3.89722,6696,3.32193,4926,3.04212,0,159.931,6696,181.893,6184,0.256593,6696,0.256593,6696,0.343158,6696,0.343158,0.343158
1137,29.4395,6696,3.96481,6696,3.38229,4980,3.06746,0,159.736,6696,181.798,6696,0.252219,6696,0.252219,6696,0.346343,6696,0.346343,0.346343
1138,29.8661,6696,3.99162,6696,3.44809,5057,3.09533,0,158.167,6696,181.559,6696,0.250525,6696,0.250525,6696,0.3719,6696,0.3719,0.3719
1139,34.1641,6696,4.2523,6696,3.52522,5117,3.1257,0,158.215,6696,181.812,6696,0.235167,6696,0.235167,6696,0.37113,6696,0.37113,0.37113
1140,32.117,6696,4.1302,6696,3.59825,5131,3.15853,0,158.497,6696,181.989,6696,0.242119,6696,0.242119,6696,0.366555,6696,0.366555,0.366555
1141,33.1851,6696,4.19434,6696,3.69496,5202,3.19375,0,157.555,6696,181.598,6696,0.238416,6696,0.238416,6696,0.381801,6696,0.381801,0.381801
1142,20.4435,3733,3.34989,3730,6.13273,3725,6.13271,0,106.504,6696,179.078,5436,0.298518,3726,0.298518,3726,0.9535,6696,0.9535,0.9535
1143,16.342,3821,3.02836,3812,5.57818,3808,5.57817,0,96.6428,5076,179.378,6696,0.330211,3812,0.330211,3812,0.991456,5070,0.991456,0.991456
1144,14.1623,3904,2.84273,3891,5.30814,3901,5.30814,0,97.9482,6696,180.645,5263,0.351774,3898,0.351774,3898,0.990394,6696,0.990394,0.990394
1145,12.4402,3984,2.68703,3967,4.99512,0,4.99512,0,94.5036,4275,180.569,6069,0.372158,0,0.372158,0,0.995948,4188,0.995948,0.995948
1146,11.0028,0,2.54979,0,4.70556,0,4.70556,0,97.0785,5012,179.418,6319,0.392189,0,0.392189,0,0.990902,5020,0.990902,0.990902
1147,9.79138,0,2.4281,0,4.43925,0,4.43925,0,99.3703,5131,179.398,6458,0.411844,0,0.411844,0,0.984727,5127,0.984727,0.984727
1148,8.76153,4321,2.31965,4310,4.19511,4300,4.1951,0,101.416,5215,179.376,6569,0.4311,4312,0.4311,4312,0.977883,5209,0.977883,0.977883
1149,7.87932,4416,2.22254,4394,3.97162,4405,3.97161,0,103.25,5288,179.354,6649,0.449937,4426,0.449937,4426,0.97069,5287,0.97069,0.97069
1150,7.11829,4316,2.13522,4234,3.76706,3980,3.76705,0,104.9,5364,179.345,5824,0.468337,4283,0.468337,4283,0.96337,5339,0.96337,0.96337
1151,6.45769,3956,2.05642,3954,3.57971,3826,3.57971,0,106.389,5463,179.345,5966,0.486283,3939,0.486283,3939,0.956076,5437,0.956076,0.956076
1152,5.88104,3748,1.98507,3744,3.40794,5013,3.40792,0,107.739,4240,179.345,6081,0.50376,3700,0.50376,3700,0.948905,3963,0.948905,0.948905
1153,5.37528,5209,1.92032,5204,3.25023,5199,3.25014,0,108.967,5757,179.345,6695,0.520746,5207,0.520746,5207,0.941923,5752,0.941923,0.941923
1154,4.92981,5401,1.86143,5397,3.10506,5262,3.10496,0,110.092,5951,179.345,6696,0.537223,5384,0.537223,5384,0.935145,5949,0.935145,0.935145
1155,4.53521,5315,1.80765,5306,2.97114,4280,2.9711,0,111.122,6050,179.345,6696,0.553204,5316,0.553204,5316,0.92862,6039,0.92862,0.92862
1156,4.18362,3954,1.75835,3951,2.84744,0,2.84744,0,112.058,4994,179.344,6695,0.568713,3930,0.568713,3930,0.922434,5090,0.922434,0.922434
1157,3.87062,0,1.71327,0,2.73294,0,2.73294,0,112.924,0,179.346,6341,0.583678,0,0.583678,0,0.916505,0,0.916505,0.916505
1158,21.0173,3724,3.39244,3722,6.21913,3713,6.21911,0,106.511,6696,179.105,5398,0.294773,3717,0.294773,3717,0.953692,6696,0.953692,0.953692
1159,16.8134,3822,3.06703,3818,5.65578,3811,5.65577,0,96.6972,5068,179.433,6696,0.326048,3815,0.326048,3815,0.991379,5062,0.991379,0.991379
1160,14.5591,3906,2.87742,3903,5.37795,3885,5.37794,0,98.3656,6696,180.635,5237,0.347534,3883,0.347534,3883,0.98936,6696,0.98936,0.98936
1161,12.8022,0,2.72049,0,5.06254,0,5.06254,0,94.5654,4265,180.565,6565,0.367581,0,0.367581,0,0.99587,0,0.99587,0.99587
1162,11.3343,0,2.58208,0,4.76973,0,4.76973,0,97.2278,5033,179.428,6291,0.387285,0,0.387285,0,0.990578,5038,0.990578,0.990578
1163,10.0961,0,2.45927,0,4.49974,0,4.49974,0,99.5968,5131,179.409,6432,0.406624,0,0.406624,0,0.98407,5130,0.98407,0.98407
1164,9.04273,4320,2.34976,4326,4.2518,4330,4.25179,0,101.711,5193,179.385,6536,0.425576,4314,0.425576,4314,0.976841,5183,0.976841,0.976841
1165,8.13982,4403,2.25165,4394,4.02455,4342,4.02454,0,103.606,5249,179.363,6613,0.44412,4402,0.44412,4402,0.969233,5242,0.969233,0.969233
1166,7.36046,4289,2.16338,4276,3.81639,3958,3.81638,0,105.309,5292,179.357,5800,0.462239,4270,0.462239,4270,0.961488,5279,0.961488,0.961488
1167,6.68362,3936,2.0837,3885,3.62565,3784,3.62564,0,106.847,4483,179.357,5950,0.479915,3903,0.479915,3903,0.953768,4330,0.953768,0.953768
1168,6.09251,3770,2.01153,3683,3.45072,5056,3.45069,0,108.239,4182,179.357,6123,0.497134,3773,0.497134,3773,0.946181,4065,0.946181,0.946181
1169,5.57391,5230,1.94601,5239,3.2901,5212,3.29,0,109.505,3676,179.358,6696,0.513872,5232,0.513872,5232,0.9388,3606,0.9388,0.9388
1170,5.11691,5419,1.88639,5418,3.14225,5241,3.14213,0,110.664,5922,179.359,6695,0.530114,5413,0.530114,5413,0.931637,5917,0.931637,0.931637
1171,4.71201,5288,1.83194,5290,3.00586,4243,3.00581,0,111.725,6015,179.358,6695,0.545869,5284,0.545869,5284,0.924742,6011,0.924742,0.924742
1172,4.35102,3946,1.782,3930,2.8799,0,2.8799,0,112.69,4863,179.357,6695,0.561168,3954,0.561168,3954,0.918209,4947,0.918209,0.918209
1173,4.02955,0,1.73631,0,2.76334,0,2.76334,0,113.58,0,179.359,6299,0.575934,0,0.575934,0,0.911954,0,0.911954,0.911954
1174,21.6175,3713,3.43638,3717,6.30868,3715,6.30866,0,106.307,6696,179.133,5284,0.291004,3706,0.291004,3706,0.955029,6696,0.955029,0.955029
1175,17.3077,3823,3.10706,3814,5.73631,3815,5.7363,0,96.7314,5061,179.486,6696,0.321848,3827,0.321848,3827,0.991348,5055,0.991348,0.991348
1176,14.9751,3892,2.91334,3885,5.45017,3873,5.45016,0,98.8599,6696,180.625,5207,0.343249,3897,0.343249,3897,0.988068,6696,0.988068,0.988068
1177,13.1814,0,2.75512,0,5.13233,0,5.13233,0,94.615,4942,180.565,6587,0.36296,0,0.36296,0,0.995811,4955,0.995811,0.995811
1178,11.6815,0,2.61548,0,4.83615,0,4.83615,0,97.3654,5066,179.437,6260,0.382339,0,0.382339,0,0.990276,5070,0.990276,0.990276
1179,10.4152,0,2.4915,0,4.56236,0,4.56236,0,99.8121,5148,179.418,6394,0.401364,0,0.401364,0,0.983435,5138,0.983435,0.983435
1180,9.33719,4336,2.38088,4301,4.31046,4308,4.31045,0,101.995,5207,179.395,6508,0.420013,4315,0.420013,4315,0.975816,5200,0.975816,0.975816
1181,8.41254,4406,2.28172,4386,4.07929,4301,4.07928,0,103.951,5270,179.372,6576,0.438265,4420,0.438265,4420,0.967789,5250,0.967789,0.967789
1182,7.61397,4264,2.19248,4221,3.86737,3978,3.86736,0,105.708,5330,179.37,5809,0.456104,4218,0.456104,4218,0.959613,5312,0.959613,0.959613
1183,6.92008,3906,2.11188,3906,3.67309,3750,3.67308,0,107.293,4269,179.37,5940,0.473512,3885,0.473512,3885,0.951463,4216,0.951463,0.951463
1184,6.31381,3741,2.03885,3685,3.49488,5077,3.49484,0,108.729,4051,179.37,6100,0.490473,3720,0.490473,3720,0.943455,3941,0.943455,0.943455
1185,5.78173,5258,1.97253,5259,3.33121,5214,3.33109,0,110.033,3662,179.371,6656,0.506964,5239,0.506964,5239,0.935667,3550,0.935667,0.935667
1186,5.31263,5456,1.91215,5452,3.18055,5220,3.18043,0,111.225,5867,179.373,6695,0.522972,5439,0.522972,5439,0.928118,5866,0.928118,0.928118
1187,4.89694,5237,1.85701,5236,3.04161,4211,3.04156,0,112.317,5930,179.372,6696,0.538501,5232,0.538501,5232,0.920849,5914,0.920849,0.920849
1188,4.52612,3917,1.80639,3918,2.9133,0,2.9133,0,113.309,4712,179.37,6696,0.553589,3928,0.553589,3928,0.913964,4805,0.913964,0.913964
1189,4.19577,0,1.76008,0,2.7946,0,2.7946,0,114.223,0,179.372,6154,0.568156,0,0.568156,0,0.90738,0,0.90738,0.90738
1190,22.2446,3713,3.48171,3708,6.40131,3701,6.40129,0,105.791,6696,179.161,5237,0.287215,3705,0.287215,3705,0.957987,6695,0.957987,0.957987
1191,17.8254,3809,3.14844,3806,5.81974,3792,5.81973,0,96.7421,5052,179.521,6696,0.317617,3819,0.317617,3819,0.99137,5045,0.99137,0.99137
1192,15.411,3885,2.9505,3875,5.52482,3865,5.52481,0,99.4698,6696,180.615,5166,0.338925,3893,0.338925,3893,0.986373,6696,0.986373,0.986373
1193,13.5787,0,2.79094,0,5.2045,0,5.2045,0,94.6531,4973,180.569,6605,0.358303,0,0.358303,0,0.995769,4977,0.995769,0.995769
1194,12.045,0,2.65,0,4.90486,0,4.90486,0,97.4912,5071,179.446,6229,0.377359,0,0.377359,0,0.989998,5068,0.989998,0.989998
1195,10.7492,0,2.5248,0,4.62711,0,4.62711,0,100.015,5133,179.428,6361,0.396072,0,0.396072,0,0.982826,5131,0.982826,0.982826
1196,9.64533,4318,2.41302,4308,4.37109,4315,4.37108,0,102.267,5183,179.404,6473,0.414418,4308,0.414418,4308,0.974817,5165,0.974817,0.974817
1197,8.69788,4380,2.31278,4397,4.13584,4268,4.13583,0,104.284,5173,179.382,5610,0.432381,4369,0.432381,4369,0.966366,5136,0.966366,0.966366
1198,7.87916,4198,2.22252,4197,3.92,3927,3.91999,0,106.095,4482,179.382,5780,0.44994,4185,0.44994,4185,0.957751,4397,0.957751,0.957751
1199,7.1674,3867,2.14096,3817,3.72203,3730,3.72202,0,107.729,4262,179.382,5890,0.467081,3844,0.467081,3844,0.949164,4260,0.949164,0.949164
1200,6.54524,3719,2.06703,3681,3.54039,5118,3.54034,0,109.207,3978,179.382,6076,0.483785,3748,0.483785,3748,0.940729,3906,0.940729,0.940729
1201,5.99903,5281,1.99988,5291,3.37356,5225,3.37343,0,110.549,3569,179.383,6610,0.50003,5261,0.50003,5261,0.93253,3538,0.93253,0.93253
1202,5.5172,5454,1.93871,5447,3.21997,5194,3.21986,0,111.773,5777,179.386,6696,0.515807,5448,0.515807,5448,0.924598,5775,0.924598,0.924598
1203,5.0902,5168,1.88284,5158,3.07838,4184,3.07833,0,112.895,5795,179.386,6696,0.531111,5138,0.531111,5138,0.91695,5787,0.91695,0.91695
1204,4.70914,3917,1.83155,3921,2.94764,0,2.94764,0,113.915,4604,179.383,6696,0.545986,3892,0.545986,3892,0.909703,4712,0.909703,0.909703
1205,4.36946,0,1.78458,0,2.82672,0,2.82672,0,114.854,0,179.385,6126,0.560355,0,0.560355,0,0.902788,0,0.902788,0.902788
1206,22.8992,3705,3.5284,3701,6.49697,3698,6.49695,0,105.05,6609,179.191,6696,0.283415,3701,0.283415,3701,0.961748,6593,0.961748,0.961748
1207,18.3673,3809,3.19118,3804,5.90606,3789,5.90605,0,96.7335,5046,179.523,6696,0.313364,3794,0.313364,3794,0.991435,5038,0.991435,0.991435
1208,15.8674,3886,2.98893,3883,5.60191,3861,5.60191,0,100.166,6696,180.606,5111,0.334568,3881,0.334568,3881,0.984301,6696,0.984301,0.984301
1209,13.9945,0,2.82794,0,5.27908,0,5.27908,0,94.6803,5000,180.577,6628,0.353614,0,0.353614,0,0.995744,5002,0.995744,0.995744
1210,12.4254,0,2.68565,0,4.97588,0,4.97588,0,97.6069,5094,179.453,6189,0.37235,0,0.37235,0,0.989741,5091,0.989741,0.989741
1211,11.0986,0,2.55916,0,4.69402,4202,4.69402,0,100.209,5174,179.437,6314,0.390753,0,0.390753,0,0.982237,5171,0.982237,0.982237
1212,9.96763,4330,2.44618,4319,4.43372,4305,4.4337,0,102.53,5250,179.414,6427,0.4088,4324,0.4088,4324,0.973833,5238,0.973833,0.973833
1213,8.99626,4361,2.34481,4330,4.19421,4204,4.1942,0,104.608,5341,179.394,5571,0.426474,4353,0.426474,4353,0.964953,5335,0.964953,0.964953
1214,8.15641,4146,2.25349,4151,3.97429,3859,3.97428,0,106.473,5418,179.394,5735,0.443757,4141,0.443757,4141,0.955899,5395,0.955899,0.955899
1215,7.42592,3823,2.17094,3785,3.77247,3663,3.77247,0,108.154,4472,179.395,5836,0.460631,3833,0.460631,3833,0.946873,4268,0.946873,0.946873
1216,6.78711,3700,2.09608,3672,3.58727,5129,3.58721,0,109.674,3985,179.394,6042,0.477081,3717,0.477081,3717,0.938007,3918,0.938007,0.938007
1217,6.2261,5366,2.02807,5370,3.41713,5224,3.41701,0,111.053,3596,179.395,6549,0.493081,5358,0.493081,5358,0.929392,3517,0.929392,0.929392
1218,5.73085,5432,1.96607,5421,3.2605,4864,3.26041,0,112.309,5535,179.399,6696,0.508629,5419,0.508629,5419,0.92107,5589,0.92107,0.92107
1219,5.292,5059,1.90945,5054,3.11617,4179,3.11611,0,113.463,5450,179.4,6696,0.523711,5060,0.523711,5060,0.91304,5468,0.91304,0.91304
1220,4.90034,3927,1.85746,3923,2.9829,0,2.9829,0,114.51,4449,179.396,6696,0.538369,3908,0.538369,3908,0.905429,4639,0.905429,0.905429
1221,4.55085,0,1.80981,0,2.85968,0,2.85968,0,115.473,0,179.399,6696,0.552543,0,0.552543,0,0.898184,0,0.898184,0.898184
1222,23.5818,3701,3.57644,3696,6.59561,3698,6.59559,0,104.221,6513,179.247,6696,0.279608,3690,0.279608,3690,0.965723,6497,0.965723,0.965723
1223,18.9339,3796,3.23527,3800,5.99527,3789,5.99526,0,96.6966,5036,179.478,6696,0.309094,3794,0.309094,3794,0.991562,5027,0.991562,0.991562
1224,16.3453,3869,3.02864,3868,5.68147,3878,5.68146,0,100.935,6696,180.597,4959,0.330181,3856,0.330181,3856,0.981844,6696,0.981844,0.981844
1225,14.4296,0,2.86615,0,5.3561,0,5.3561,0,94.6953,4995,180.589,6672,0.3489,0,0.3489,0,0.995739,4998,0.995739,0.995739
1226,12.8233,0,2.72243,0,5.04922,0,5.04922,0,97.7096,5084,179.459,6131,0.367318,0,0.367318,0,0.989514,5079,0.989514,0.989514
1227,11.4641,4200,2.59461,4206,4.76311,4189,4.76311,0,100.39,5154,179.445,6268,0.385414,4205,0.385414,4205,0.98168,5146,0.98168,0.98168
1228,10.3046,4313,2.48038,4295,4.49835,4288,4.49834,0,102.78,5213,179.424,6373,0.403164,4313,0.403164,4313,0.972882,5199,0.972882,0.972882
1229,9.3081,4303,2.37782,4270,4.25442,4117,4.25441,0,104.918,5284,179.406,5548,0.420552,4297,0.420552,4297,0.963573,5219,0.963573,0.963573
1230,8.4461,4098,2.2854,4057,4.03025,3735,4.03024,0,106.838,4417,179.406,5669,0.43756,4068,0.43756,4068,0.95407,4388,0.95407,0.95407
1231,7.69599,3770,2.20182,3784,3.82442,3599,3.82442,0,108.567,4282,179.406,5796,0.45417,3773,0.45417,3773,0.944595,4223,0.944595,0.944595
1232,7.03973,3686,2.126,3635,3.63552,5161,3.63545,0,110.13,4002,179.406,5943,0.470367,3665,0.470367,3665,0.935293,3865,0.935293,0.935293
1233,6.46313,5318,2.05708,5299,3.46194,5287,3.46181,0,111.55,6277,179.407,6497,0.486127,5322,0.486127,5322,0.92624,6268,0.92624,0.92624
1234,5.95381,5371,1.99422,5368,3.30214,4505,3.30208,0,112.842,6387,179.411,6672,0.50145,5356,0.50145,5356,0.91751,6360,0.91751,0.91751
