zoneID,Oddy,OddyCycle,CN,CNcycle,AR,ARcycle,Taper,Tcycle,LargeAngle,LAngCycle,Shape,ShapeCycle,ShSi,ShSiCy,Sr,SrCy,SrSi,SrSiCy
712,3.64381,6581,1.67985,6573,3.01713,6582,3.01703,0,92.8297,6634,0.59529,6559,0.59529,6559,0.99878,7284,0.99878,0.99878
713,3.64564,7311,1.68013,7302,3.01738,7244,3.01729,0,92.9273,6574,0.595194,7313,0.595194,7313,0.998695,6500,0.998695,0.998695
714,3.64767,7380,1.68043,7371,3.01772,7441,3.01755,0,93.0243,6413,0.595087,7363,0.595087,7363,0.998607,6313,0.998607,0.998607
715,3.64971,7298,1.68073,7292,3.01808,7366,3.01782,0,93.1211,6146,0.594979,7294,0.594979,7294,0.998517,5999,0.998517,0.998517
716,3.65167,7183,1.68102,7176,3.0184,7238,3.0181,0,93.2202,8068,0.594876,7175,0.594876,7175,0.998421,8055,0.998421,0.998421
717,3.65353,7031,1.6813,7026,3.01868,7089,3.01838,0,93.3642,8084,0.594778,7027,0.594778,7027,0.998277,8073,0.998277,0.998277
718,3.65527,6885,1.68156,6877,3.0189,6911,3.01868,0,93.5045,7962,0.594687,6875,0.594687,6875,0.99813,7959,0.99813,0.99813
719,3.65685,4331,1.68179,4306,3.01903,6697,3.01899,0,93.6407,7776,0.594604,4291,0.594604,4291,0.997982,7768,0.997982,0.997982
720,3.66109,8230,1.68242,8230,3.0193,3167,3.0193,0,93.7589,7534,0.594381,8230,0.594381,8230,0.997849,7537,0.997849,0.997849
721,3.67984,8230,1.68521,8230,3.02568,8230,3.01962,0,93.779,7142,0.593399,8230,0.593399,8230,0.997825,7249,0.997825,0.997825
722,3.69891,8230,1.68803,8230,3.03239,8230,3.01995,0,93.8932,6043,0.592405,8230,0.592405,8230,0.997692,6023,0.997692,0.997692
723,3.70683,8230,1.68921,8230,3.03062,8090,3.02029,0,94.4681,8230,0.591994,8230,0.591994,8230,0.996961,8230,0.996961,0.996961
724,3.69122,6520,1.68689,6515,3.03281,6496,3.03259,0,92.8296,6506,0.592805,6503,0.592805,6503,0.99878,7064,0.99878,0.99878
725,3.69303,7018,1.68716,7008,3.03307,6487,3.03285,0,92.9275,6464,0.592711,6997,0.592711,6997,0.998695,6432,0.998695,0.998695
726,3.69503,7079,1.68746,7080,3.03337,7075,3.03311,0,93.025,6315,0.592607,7069,0.592607,7069,0.998607,6257,0.998607,0.998607
727,3.69704,7038,1.68776,7037,3.0337,7063,3.03338,0,93.1223,6129,0.592502,7035,0.592502,7035,0.998516,6032,0.998516,0.998516
728,3.69899,6949,1.68804,6945,3.03401,6990,3.03366,0,93.2193,5908,0.592402,6939,0.592402,6939,0.998422,5918,0.998422,0.998422
729,3.70082,6841,1.68832,6841,3.03428,6877,3.03395,0,93.3435,7735,0.592306,6834,0.592306,6834,0.998298,7725,0.998298,0.998298
730,3.70247,6717,1.68856,6709,3.03449,6747,3.03425,0,93.4889,7692,0.592221,6712,0.592221,6712,0.998147,7687,0.998147,0.998147
731,3.71094,8230,1.68981,8230,3.0356,8230,3.03456,0,93.6314,7564,0.591781,8230,0.591781,8230,0.997992,7561,0.997992,0.997992
